id,name,city,country,iata,icao,latitude,longitude,altitude,offset,dst,timezone
1995,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.47120094,49.79790115,72,3,U,Asia/Riyadh
1996,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.26539993,50.15200043,84,3,U,Asia/Riyadh
1997,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.90110016,42.58580017,20,3,U,Asia/Riyadh
1998,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922,43.7743988,2126,3,U,Asia/Riyadh
1999,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh
2000,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,3,U,Asia/Riyadh
2001,Jubail Airport,Jubail,Saudi Arabia,\N,OEJB,27.03899956,49.40510178,26,3,U,Asia/Riyadh
2002,King Faisal Naval Base,Jeddah,Saudi Arabia,\N,OEJF,21.34810066,39.17300034,7,3,U,Asia/Riyadh
2003,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3,U,Asia/Riyadh
2004,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT,OEKK,27.9009,45.528198,1352,3,U,Asia/Riyadh
2005,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.55340004,39.70510101,2151,3,U,Asia/Riyadh
2006,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.6114006,44.4192009,3982,3,U,Asia/Riyadh
2007,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh
2008,Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,OEPC,25.17449951,47.48839951,1740,3,U,Asia/Riyadh
2009,Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,OEPF,24.71030045,44.96450043,2530,3,U,Asia/Riyadh
2010,Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,OEPJ,24.1072998,41.0359993,2840,3,U,Asia/Riyadh
2011,Rabigh Airport,Rabigh,Saudi Arabia,\N,OERB,22.70260048,39.06980133,22,3,U,Asia/Riyadh
2012,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.62639999,43.49060059,1474,3,U,Asia/Riyadh
2013,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.95759964,46.69879913,2049,3,U,Asia/Riyadh
2014,Ras Mishab Airport,Rash Mishab,Saudi Arabia,\N,OERM,28.07959938,48.61100006,13,3,U,Asia/Riyadh
2015,Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095,41.13819885,1813,3,U,Asia/Riyadh
2016,Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,OERT,26.72310066,50.03079987,6,3,U,Asia/Riyadh
2017,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893,2363,3,U,Asia/Riyadh
2018,Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.4647007,45.61959839,2021,3,U,Asia/Riyadh
2019,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,U,Asia/Riyadh
2020,Ta¡¯if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh
2021,Thumamah Airport,Thumamah,Saudi Arabia,\N,OETH,25.21299934,46.64099884,1870,3,U,Asia/Riyadh
2022,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,OETN,27.86779976,48.76910019,30,3,U,Asia/Riyadh
2023,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3,U,Asia/Riyadh
2024,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860077,36.47639847,66,3,U,Asia/Riyadh
2025,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3,U,Asia/Riyadh
2026,Abadan Airport,Abadan,Iran,ABD,OIAA,30.37109947,48.22829819,10,3.5,E,Asia/Tehran
2027,Dezful Airport,Dezful,Iran,\N,OIAD,32.434399,48.397598,474,3.5,E,Asia/Tehran
2028,Aghajari Airport,Aghajari,Iran,\N,OIAG,30.7444,49.6772,88,3.5,E,Asia/Tehran
2029,Gachsaran Airport,Gachsaran,Iran,\N,OIAH,30.33760071,50.82799912,2414,3.5,E,Asia/Tehran
2030,Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,OIAI,32.00239944,49.270401,1206,3.5,E,Asia/Tehran
2031,Omidiyeh Airport,Omidyeh,Iran,\N,OIAJ,30.83519936,49.53490067,85,3.5,E,Asia/Tehran
2032,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620003,49.15190125,8,3.5,E,Asia/Tehran
2033,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.33740044,48.76200104,66,3.5,E,Asia/Tehran
2034,Abumusa Island Airport,Abumusa I.,Iran,\N,OIBA,25.8757,55.03300095,23,3.5,E,Asia/Tehran
2035,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.94479942,50.83459854,68,3.5,E,Asia/Tehran
2036,Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989,54.3185997,1350,3.5,E,Asia/Tehran
2037,Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501,15,3.5,E,Asia/Tehran
2038,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.52619934,53.98020172,101,3.5,E,Asia/Tehran
2039,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858,67,3.5,E,Asia/Tehran
2040,Khark Island Airport,Khark Island,Iran,\N,OIBQ,29.26029968,50.32389832,17,3.5,E,Asia/Tehran
2041,Sirri Island Airport,Siri Island,Iran,\N,OIBS,25.90889931,54.53939819,43,3.5,E,Asia/Tehran
2042,Lavan Island Airport,Lavan Island,Iran,\N,OIBV,26.81030083,53.35630035,76,3.5,E,Asia/Tehran
2043,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.34590149,47.15810013,4307,3.5,E,Asia/Tehran
2044,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.2458992,47.00920105,4522,3.5,E,Asia/Tehran
2045,Hesa Airport,Daran,Iran,\N,OIFE,32.92890167,51.56110001,5256,3.5,E,Asia/Tehran
2046,Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.56700134,51.6916008,5310,3.5,E,Asia/Tehran
2047,Kashan Airport,Kashan,Iran,\N,OIFK,33.89530182,51.57699966,3465,3.5,E,Asia/Tehran
2048,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080109,51.86130142,5059,3.5,E,Asia/Tehran
2049,Badr Air Base,Sepah,Iran,\N,OIFP,32.62110138,51.6969986,5242,3.5,E,Asia/Tehran
2050,Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,E,Asia/Tehran
2051,Arak Airport,Arak,Iran,\N,OIHR,34.13809967,49.84730148,5440,3.5,E,Asia/Tehran
2052,Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209885,50.45080185,3769,3.5,E,Asia/Tehran
2053,Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400116,50.80619812,3008,3.5,E,Asia/Tehran
2054,Doshan Tappeh Air Base,Teheran,Iran,\N,OIID,35.70299911,51.47510147,4046,3.5,E,Asia/Tehran
2055,Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.64479828,51.38069916,3627,3.5,E,Asia/Tehran
2056,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135,51.31340027,3962,3.5,E,Asia/Tehran
2057,Qazvin Airport,Ghazvin,Iran,\N,OIIK,36.240101,50.0471,4184,3.5,E,Asia/Tehran
2058,Naja Airport,Khoram Dareh,Iran,\N,OIIM,35.77629852,50.88100052,4040,3.5,E,Asia/Tehran
2059,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999,22,3.5,E,Asia/Tehran
2060,Jiroft Airport,Jiroft,Iran,\N,OIKJ,28.7269001,57.67029953,2663,3.5,E,Asia/Tehran
2061,Kerman Airport,Kerman,Iran,KER,OIKK,30.27440071,56.9510994,5741,3.5,E,Asia/Tehran
2062,Havadarya Airport,Bandar Abbas,Iran,\N,OIKP,27.1583004,56.17250061,19,3.5,E,Asia/Tehran
2063,Dayrestan Airport,Gheshm I.,Iran,\N,OIKQ,26.75460052,55.90240097,45,3.5,E,Asia/Tehran
2064,Sirjan Airport,Sirjan,Iran,\N,OIKY,29.55089951,55.67269897,5846,3.5,E,Asia/Tehran
2065,Birjand Airport,Birjand,Iran,XBJ,OIMB,32.89810181,59.26610184,4952,3.5,E,Asia/Tehran
2066,Sarakhs Airport,Sarakhs,Iran,\N,OIMC,36.50120163,61.06489944,945,3.5,E,Asia/Tehran
2067,Shahroud Airport,Emam Shahr,Iran,\N,OIMJ,36.4253006,55.10419846,4215,3.5,E,Asia/Tehran
2068,Tabas Airport,Tabas,Iran,\N,OIMT,33.6678009,56.8927002,2312,3.5,E,Asia/Tehran
2069,Kalaleh Airport,Kalaleh,Iran,\N,OINE,37.38330078,55.45199966,425,3.5,E,Asia/Tehran
2070,Ramsar Airport,Ramsar,Iran,RZR,OINR,36.90990067,50.67959976,-70,3.5,E,Asia/Tehran
2071,Fasa Airport,Fasa,Iran,\N,OISF,28.89179993,53.72330093,4261,3.5,E,Asia/Tehran
2072,Jahrom Airport,Jahrom,Iran,\N,OISJ,28.58670044,53.57910156,3358,3.5,E,Asia/Tehran
2073,Lamerd Airport,Lamerd,Iran,\N,OISR,27.37269974,53.18880081,1337,3.5,E,Asia/Tehran
2074,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919983,52.58980179,4920,3.5,E,Asia/Tehran
2075,Khoy Airport,Khoy,Iran,\N,OITK,38.42750168,44.97359848,3981,3.5,E,Asia/Tehran
2076,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.13389969,46.23500061,4459,3.5,E,Asia/Tehran
2077,Zanjan Airport,Zanjan,Iran,\N,OITZ,36.77370071,48.3594017,5382,3.5,E,Asia/Tehran
2078,Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048996,54.2765007,4054,3.5,E,Asia/Tehran
2079,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093,61.54389954,1628,3.5,E,Asia/Tehran
2080,Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.44330025,60.38209915,43,3.5,E,Asia/Tehran
2081,Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570038,60.90620041,4564,3.5,E,Asia/Tehran
2082,Iran Shahr Airport,Iran Shahr,Iran,\N,OIZI,27.23609924,60.72000122,2040,3.5,E,Asia/Tehran
2083,Saravan Airport,Saravan,Iran,\N,OIZS,27.41930008,62.31579971,3930,3.5,E,Asia/Tehran
2084,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395,2,E,Asia/Amman
2085,Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.97270012,35.99160004,2555,2,E,Asia/Amman
2086,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160088,35.01810074,175,2,E,Asia/Amman
2087,Prince Hassan Air Base,Hotel Four,Jordan,\N,OJHF,32.160702,37.149399,2220,2,E,Asia/Amman
2088,Jerusalem Airport,Jerusalem,West Bank,\N,OJJR,31.86470032,35.21920013,2485,2,U,Asia/Jerusalem
2089,King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201,2240,2,E,Asia/Amman
2090,Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.22660065,47.96889877,206,3,U,Asia/Kuwait
2091,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951,87,2,E,Asia/Beirut
2092,Rene Mouawad Air Base,Kleiat,Lebanon,\N,OLKA,34.58929825,36.01129913,75,2,E,Asia/Beirut
2093,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88,4,U,Asia/Dubai
2094,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.42830086,54.45809937,16,4,U,Asia/Dubai
2095,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.0739994,52.46360016,50,4,U,Asia/Dubai
2096,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.18740082,52.61399841,43,4,U,Asia/Dubai
2097,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,\N,OMAM,24.24819946,54.54769897,77,4,U,Asia/Dubai
2098,Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.78050041,52.55989838,15,4,U,Asia/Dubai
2099,Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.14620018,52.87369919,12,4,U,Asia/Dubai
2100,Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.86249161,53.07714081,14,4,U,Asia/Dubai
2101,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62,4,U,Asia/Dubai
2102,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.11219978,56.32400131,152,4,U,Asia/Dubai
2103,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.6135006,55.93880081,102,4,U,Asia/Dubai
2104,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047,111,4,U,Asia/Dubai
2105,Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099953,56.24060059,100,4,U,Asia/Muscat
2106,Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978,58.89049911,64,4,U,Asia/Muscat
2107,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59329987,58.28440094,48,4,U,Asia/Muscat
2108,Salalah Airport,Salalah,Oman,SLL,OOSA,17.0387001,54.09130096,73,4,U,Asia/Muscat
2109,Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.66600037,54.02460098,1570,4,U,Asia/Muscat
2110,Bhagatanwala Airport,Bhagtanwala,Pakistan,\N,OPBG,32.05609894,72.9484024,600,5,N,Asia/Karachi
2111,Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.36499977,72.99479675,591,5,N,Asia/Karachi
2112,Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329926,62.32949829,36,5,N,Asia/Karachi
2113,Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.91880035,74.33360291,4796,5,N,Asia/Karachi
2114,Shahbaz Air Base,Jacobsbad,Pakistan,\N,OPJA,28.28420067,68.4496994,185,5,N,Asia/Karachi
2115,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,N,Asia/Karachi
2116,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.52160072,74.4036026,712,5,N,Asia/Karachi
2117,Walton Airport,Lahore,Pakistan,\N,OPLH,31.49480057,74.34619904,679,5,N,Asia/Karachi
2118,Mangla Airport,Mangla,Pakistan,\N,OPMA,33.05009842,73.63839722,902,5,N,Asia/Karachi
2119,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.3390007,73.50859833,2691,5,N,Asia/Karachi
2120,Mianwali Air Base,Mianwali,Pakistan,\N,OPMI,32.56309891,71.5707016,690,5,N,Asia/Karachi
2121,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.33519936,68.14309692,154,5,N,Asia/Karachi
2122,Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.89360046,66.938797,35,5,N,Asia/Karachi
2123,Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319939,71.4190979,403,5,N,Asia/Karachi
2124,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,5,N,Asia/Karachi
2125,Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.74099922,73.35769653,568,5,N,Asia/Karachi
2126,Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.9545002,64.13249969,3289,5,N,Asia/Karachi
2127,Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064,63.3451004,33,5,N,Asia/Karachi
2128,Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.9939003,71.51460266,1158,5,N,Asia/Karachi
2129,Qasim Airport,Qasim,Pakistan,\N,OPQS,33.56019974,73.03320313,1581,5,N,Asia/Karachi
2130,Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.25139999,66.93779755,5267,5,N,Asia/Karachi
2131,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.38389969,70.27960205,271,5,N,Asia/Karachi
2132,Benazir Bhutto International Airport,Islamabad,Pakistan,ISB,OPRN,33.61669922,73.09919739,1668,5,N,Asia/Karachi
2133,Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.08110046,71.97260284,1050,5,N,Asia/Karachi
2134,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.84970093,73.79810333,5479,5,N,Asia/Karachi
2135,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227,196,5,N,Asia/Karachi
2136,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.81359863,72.35279846,3183,5,N,Asia/Karachi
2137,Sui Airport,Sui,Pakistan,SUL,OPSU,28.64509964,69.17690277,763,5,N,Asia/Karachi
2138,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149933,68.83840179,28,5,N,Asia/Karachi
2139,Wana Airport,Wana,Pakistan,\N,OPWN,32.30469894,69.57039642,4550,5,N,Asia/Karachi
2140,Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.35840034,69.46360016,4728,5,N,Asia/Karachi
2141,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175,11,3,U,Asia/Baghdad
2142,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839,37.22439957,1276,2,E,Asia/Damascus
2143,Damascus International Airport,Damascus,Syria,DAM,OSDI,33.41149902,36.5155983,2020,2,E,Asia/Damascus
2144,Deir ez-Zor Airport,Deire Zor,Syria,DEZ,OSDZ,35.28540039,40.17599869,700,2,E,Asia/Damascus
2145,Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.40110016,35.94869995,157,2,E,Asia/Damascus
2146,Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898,1322,2,E,Asia/Damascus
2147,Doha International Airport,Doha,Qatar,\N,OTBD,25.26110077,51.56510162,35,3,U,Asia/Qatar
2148,Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812005,-171.7100067,9,13,U,Pacific/Enderbury
2149,Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019,145.2429962,607,10,U,Pacific/Saipan
2150,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.11900043,145.7290039,215,10,U,Pacific/Saipan
2151,Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.929993,627,10,U,Pacific/Guam
2152,Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.48340034,144.7960052,298,10,U,Pacific/Guam
2153,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.99919987,145.6190033,271,10,U,Pacific/Saipan
2154,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760208,171.2720032,6,12,U,Pacific/Majuro
2155,Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.396889687,167.470993,9,12,U,Pacific/Majuro
2156,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.72012043,167.7319946,9,12,U,Pacific/Majuro
2157,Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.98616004,-157.3500061,5,-12,U,\N
2158,Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021,-177.3809967,13,-11,U,Pacific/Midway
2159,Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870193,151.8430023,11,10,U,Pacific/Truk
2160,Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792,158.2089996,10,11,U,Pacific/Ponape
2161,Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.367650032,134.5440063,176,9,U,Pacific/Palau
2162,Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,11,U,Pacific/Kosrae
2163,Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993,91,10,U,Pacific/Truk
2164,Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.42790031,118.3590012,93,8,U,Asia/Taipei
2165,Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.67239952,120.461998,78,8,U,Asia/Taipei
2166,Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.85510063,121.237999,790,8,U,Asia/Taipei
2167,Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.75499916,121.1019974,143,8,U,Asia/Taipei
2168,Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.6739006,121.4660034,28,8,U,Asia/Taipei
2169,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075,120.3499985,31,8,U,Asia/Taipei
2170,Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962,120.3929977,85,8,U,Asia/Taipei
2171,Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.02700043,121.5350037,44,8,U,Asia/Taipei
2172,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469994,120.6210022,663,8,N,Asia/Taipei
2173,Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.9503994,120.2060013,63,8,U,Asia/Taipei
2174,Hsinchu Air Base,Hsinchu,Taiwan,\N,RCPO,24.81800079,120.939003,26,8,U,Asia/Taipei
2175,Makung Airport,Makung,Taiwan,MZG,RCQC,23.56870079,119.6279984,103,8,U,Asia/Taipei
2176,Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.79310036,121.1819992,121,8,U,Asia/Taipei
2177,Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.70019913,120.4820023,97,8,U,Asia/Taipei
2178,Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940079,121.552002,18,8,U,Asia/Taipei
2179,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U,Asia/Taipei
2180,Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.36737251,119.5027771,115,8,U,Asia/Taipei
2181,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.0230999,121.6179962,52,8,U,Asia/Taipei
2182,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141,9,U,Asia/Tokyo
2183,Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145,137.9230042,2182,9,U,Asia/Tokyo
2184,Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.18109894,140.4149933,105,9,U,Asia/Tokyo
2185,Minami Torishima Airport,Minami Tori Shima,Japan,\N,RJAM,24.28969955,153.9790039,22,9,U,Asia/Tokyo
2186,Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.7840004,141.322998,384,9,U,Asia/Tokyo
2187,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.66220093,135.3639984,298,9,U,Asia/Tokyo
2188,Kohnan Airport,Kohnan,Japan,\N,RJBK,34.59080124,133.9329987,3,9,U,Asia/Tokyo
2189,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.73329926,143.2169952,505,9,U,Asia/Tokyo
2190,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989,141.6920013,82,9,U,Asia/Tokyo
2191,Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.77000046,140.8220062,151,9,U,Asia/Tokyo
2192,Chitose Air Base,Chitose,Japan,SPK,RJCJ,42.79449844,141.6660004,87,9,U,Asia/Tokyo
2193,Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.88059998,144.1640015,135,9,U,Asia/Tokyo
2194,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.57749939,144.9600067,234,9,U,Asia/Tokyo
2195,Tokachi Airport,Tokachi,Japan,\N,RJCT,42.89049911,143.1580048,281,9,U,Asia/Tokyo
2196,Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.40420151,141.8009949,30,9,U,Asia/Tokyo
2197,Iki Airport,Iki,Japan,IKI,RJDB,33.74900055,129.7850037,41,9,U,Asia/Tokyo
2198,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.93000031,131.279007,23,9,U,Asia/Tokyo
2199,Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.28490067,129.3309937,213,9,U,Asia/Tokyo
2200,Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.30390167,143.404007,80,9,U,Asia/Tokyo
2201,Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.67079926,142.4470062,721,9,U,Asia/Tokyo
2202,Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.07170105,139.4329987,161,9,U,Asia/Tokyo
2203,Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.24200058,141.1860046,112,9,U,Asia/Tokyo
2204,Ashiya Airport,Ashiya,Japan,\N,RJFA,33.8830986,130.6529999,98,9,U,Asia/Tokyo
2205,Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.38559914,130.6589966,124,9,U,Asia/Tokyo
2206,Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630173,128.8329926,273,9,U,Asia/Tokyo
2207,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.58589935,130.451004,32,9,U,Asia/Tokyo
2208,New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.60510063,130.9909973,768,9,U,Asia/Tokyo
2209,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340004,130.7189941,906,9,U,Asia/Tokyo
2210,Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.87719917,131.4490051,20,9,U,Asia/Tokyo
2211,Nyutabaru Airport,Nyutabaru,Japan,\N,RJFN,32.08359909,131.451004,259,9,U,Asia/Tokyo
2212,Oita Airport,Oita,Japan,OIT,RJFO,33.47940063,131.7369995,19,9,U,Asia/Tokyo
2213,Kitaky?sh? Airport,Kitakyushu,Japan,KKJ,RJFR,33.84590149,131.0350037,21,9,U,Asia/Tokyo
2214,Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729935,130.8549957,642,9,U,Asia/Tokyo
2215,Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.91690063,129.9140015,15,9,U,Asia/Tokyo
2216,Kanoya Airport,Kanoya,Japan,\N,RJFY,31.36759949,130.8450012,214,9,U,Asia/Tokyo
2217,Tsuiki Air Field,Tsuiki,Japan,\N,RJFZ,33.68500137,131.0399933,55,9,U,Asia/Tokyo
2218,Amami Airport,Amami,Japan,ASJ,RJKA,28.43059921,129.7129974,27,9,U,Asia/Tokyo
