"Time","Amount"
51099,62.82
51099,1
51100,12.31
51100,1
51100,1
51100,6
51101,78.52
51101,75.25
51101,40.34
51101,1.29
51101,75.16
51102,173.6
51102,70
51102,149
51102,1
51103,1
51103,1
51103,1
51103,15
51103,17.8
51104,196.74
51104,24.8
51104,69
51105,25
51106,10
51106,1
51106,181.44
51107,55
51108,1.18
51108,120.4
51109,1
51109,100.21
51109,17.99
51109,9.99
51109,39.2
51110,9.99
51111,29.99
51111,492.21
51111,26.04
51111,1
51112,99.99
51112,1
51112,1
51112,88.95
51113,1
51113,1007.46
51113,1
51114,29.7
51114,15
51114,1.78
51114,223
51115,1
51115,33.99
51115,9.49
51116,15
51116,836
51116,1
51116,5
51117,71.7
51117,2
51117,57
51117,1
51118,217.21
51118,1
51118,89.99
51119,11.5
51119,1
51119,40
51119,1
51120,1
51120,52.7
51120,1
51120,3.8
51120,1.29
51120,8
51121,100
51121,1
51121,20.99
51122,3.59
51122,24.99
51122,1
51122,181.86
51122,1.98
51122,1
51123,1
51123,14.3
51123,19.95
51123,69.23
51123,48.95
51123,1
51123,1
51124,39.09
51124,2.58
51124,1
51125,51.07
51125,10.45
51125,5
51125,14
51125,114.95
51125,1
51125,516.93
51126,15.34
51127,23.2
51127,24
51129,1
51129,43.76
51129,100
51129,1
51130,1
51130,1
51131,1
51131,220.85
51131,25.96
51131,1.18
51133,1
51133,0.99
51134,450
51134,158
51134,0
51134,151.67
51135,1
51135,137.42
51135,99.99
51135,109.96
51135,407.93
51135,1
51136,1
51136,114
51137,20.12
51137,1
51137,0.89
51138,10
51139,1
51140,1
51140,52.55
51141,15
51141,89.99
51141,89.99
51142,229.97
51143,59.9
51143,4.49
51143,15
51144,15
51144,18.7
51144,174.95
51145,9.99
51145,26.9
51145,18.27
51145,500
51146,10.99
51146,50
51146,19
51146,187
51146,11.75
51147,100
51147,9.99
51147,132.68
51147,4
51148,1
51149,75.31
51150,169.16
51150,1
51150,36.3
51150,74
51150,7.48
51150,1
51151,0.01
51151,15
51152,77.8
51152,27.64
51155,112.75
51155,99.99
51155,147.88
51155,100
51156,238.5
51156,55.85
51157,392.7
51157,12
51158,14.98
51158,39
51158,551.36
51158,1
51158,26.59
51159,88.1
51159,31.17
51159,76.07
51160,5
51160,1
51160,0.89
51161,74.5
51161,6.54
51161,177.25
51162,52.56
51162,2.95
51162,369.81
51164,54.01
51164,170.13
51164,89.99
51165,10
51165,10
51165,15
51166,3.38
51166,70.46
51166,1
51166,31.55
51166,15
51167,64.99
51168,2.99
51168,13.99
51169,1
51169,20
51169,1
51170,243.5
51170,29.9
51170,40.8
51170,406.5
51171,0.76
51171,370.17
51171,1.79
51173,1414.74
51173,15
51173,88
51174,35.45
51174,25
51176,8.9
51177,66.49
51178,15.9
51178,110.99
51178,217.2
51179,1
51180,136.38
51180,655.11
51180,109.95
51181,15
51181,31.13
51183,16.35
51183,1
51183,7.6
51183,79
51184,2.58
51185,58
51185,71.57
51186,51.3
51186,15
51186,20.4
51187,110.57
51187,300
51187,10.65
51187,30
51190,70.2
51192,13.69
51192,36.8
51193,10.65
51193,89.99
51194,36
51195,1
51195,150
51195,55.29
51195,178.84
51196,48.21
51196,42.81
51196,1.49
51196,197.36
51197,99.99
51197,9.9
51197,29.68
51198,150
51198,0.99
51198,1.79
51199,4
51199,9.86
51200,59.99
51200,66.62
51200,0.12
51200,140
51201,437.27
51201,1
51202,784.82
51202,9.46
51203,35.95
51203,597.79
51204,41.08
51204,5.72
51207,0
51208,1
51208,59.9
51208,17
51209,158
51209,0.76
51211,1.79
51211,186
51212,2903.86
51212,116
51213,550
51213,0.69
51213,179.96
51214,67.46
51214,15
51214,99
51214,95
51215,13.99
51215,41.51
51216,39.9
51216,45
51217,9.99
51217,8
51218,562
51219,59.99
51219,0.77
51220,34.9
51220,15
51220,0.99
51220,324.98
51221,7.6
51221,27.98
51221,138.95
51222,10.79
51223,25
51223,15
51223,9.99
51224,2.29
51224,40.56
51224,1
51224,140.8
51224,228.2
51226,50
51226,2
51227,141.67
51227,199
51227,29.56
51228,32.35
51229,83
51229,65.08
51229,26.72
51231,15
51232,11.5
51234,4.48
51235,0
51235,171.41
51236,1.29
51237,240.93
51237,100
51238,88.5
51238,1.98
51238,79
51239,133.95
51239,83.4
51239,120.1
51240,139.98
51240,399
51240,4.99
51241,8.99
51241,12.4
51242,36
51243,80.2
51244,99
51244,4
51244,144
51244,500.91
51244,4.51
51245,60
51245,14.94
51245,11.5
51246,1
51248,8.99
51248,11.5
51248,79.64
51249,503.46
51250,165.5
51250,22.96
51250,8.02
51251,9.57
51251,238.95
51251,37.11
51252,36
51252,9.99
51253,21.9
51253,9.99
51253,4.03
51254,31.64
51254,85.44
51254,4.86
51254,9.99
51254,10
51254,6.78
51254,2.61
51255,220
51255,40
51256,98.18
51256,2.99
51257,18.99
51257,15.18
51258,593.23
51258,44.56
51260,51.57
51260,583.48
51260,10
51260,1
51260,1.15
51261,57.01
51261,15
51261,49.95
51262,766.06
51262,180
51263,1876.9
51263,84.98
51264,75.31
51264,9.99
51264,0.89
51264,69.99
51265,474.79
51265,49.9
51266,0.99
51268,6.05
51268,15
51268,8.99
51268,356.46
51268,34
51268,9.99
51268,15.4
51270,2302.48
51270,6.89
51270,301
51271,1.29
51272,75.46
51273,352
51273,1.98
51274,9.82
51274,15
51274,1
51274,169.75
51276,28.25
51276,51.39
51277,345
51277,72.16
51279,9.99
51279,0.92
51280,9.99
51280,1
51280,35.95
51281,197.45
51282,8.99
51282,114.7
51283,15
51283,3.58
51283,4.95
51283,22.5
51284,1.5
51286,37
51286,15.92
51286,0.76
51286,138.65
51287,27.16
51288,0.07
51289,54.9
51289,60.03
51289,0
51290,45.13
51290,97.9
51290,115
51290,4.66
51290,180
51291,177.6
51292,1
51292,0.76
51292,52.09
51292,15
51292,18.6
51292,53.75
51293,113.75
51294,3.27
51295,15
51295,8.99
51295,352
51296,4.49
51296,128
51296,9.2
51296,1
51296,8.71
51296,6.89
51297,2.5
51297,698.5
51297,46.98
51298,30.02
51298,47.95
51298,131.46
51298,346.02
51299,149.59
51299,12.99
51300,3.84
51300,5
51300,3208.53
51302,10.6
51303,28.38
51303,8.72
51305,285.25
51305,3.98
51306,2.69
51307,20
51307,20
51307,16.73
51308,48.95
51308,2.9
51308,9.99
51308,4
51309,25
51309,110.5
51309,160.1
51310,1.18
51310,3.84
51311,1.51
51311,1
51312,228.59
51312,39.99
51314,2.33
51314,339.5
51314,0.99
51315,45.95
51315,10.1
51316,0.77
51316,192.54
51317,1
51317,388
51317,1.18
51317,1789
51317,600
51318,9.01
51320,179.91
51320,5.83
51320,19.95
51320,123.5
51321,4.59
51321,54.18
51321,273.35
51321,9.65
51321,30
51322,7.6
51323,4.99
51323,43.83
51323,6.99
51323,108.52
51324,57.14
51324,214.88
51326,67.89
51326,49.95
51326,267.18
51327,49
51327,79
51327,39.79
51328,728.94
51328,21.96
51329,3.76
51329,435.6
51330,139.38
51330,2
51330,1
51330,15
51331,99.95
51331,1.5
51331,2.69
51332,804.43
51332,10
51332,43.99
51332,55.98
51333,9.99
51333,1.98
51333,4
51334,19.13
51334,10.4
51334,632.42
51335,1
51336,1
51336,209.03
51337,54
51338,2.67
51338,79.95
51338,11.5
51339,22.73
51339,174.35
51339,9.95
51340,4.13
51340,27.97
51340,40.36
51341,29.95
51341,1.88
51342,20
51342,0.99
51342,9.56
51342,29.03
51343,199
51344,200
51344,98.6
51344,166.89
51344,5
51344,75
51344,50.29
51345,10
51345,11.99
51345,59.99
51346,105.92
51346,5.05
51346,105.09
51346,49
51348,23.92
51348,0.89
51349,35
51350,141.44
51350,50.57
51351,10.62
51351,15
51351,14.99
51351,141.73
51352,464.15
51352,33.71
51352,0.99
51353,49.95
51353,194.38
51354,19.07
51354,890.89
51355,150
51355,4.45
51355,0.01
51356,4.49
51356,10
51356,98
51356,20.62
51357,170
51357,55
51357,75.08
51358,144.81
51358,49.94
51359,16.22
51359,11.5
51360,7.68
51360,2.99
51360,20
51361,120.18
51361,57.5
51362,48.87
51362,2.49
51363,10.99
51363,202
51364,126.9
51364,9.99
51365,10.73
51365,225.55
51366,573
51366,6.48
51367,30.04
51367,7.61
51367,17.5
51367,66.25
51368,167.5
51368,1.5
51368,86.5
51369,15
51369,49.6
51369,10
51369,293.45
51370,133.2
51370,60
51370,300
51370,62.97
51371,227.95
51371,46.49
51371,57.4
51371,4.99
51372,15
51373,83.63
51373,2.28
51374,30.98
51375,1004
51375,9.99
51375,449.14
51375,2.27
51376,316
51376,4.99
51378,4.35
51380,1
51381,182.1
51381,168
51382,22
51382,700
51383,10.65
51383,0.99
51383,4.56
51383,9.99
51383,38.49
51383,43.4
51384,15
51385,168.8
51385,0.76
51385,204.85
51386,395
51387,300
51387,6
51387,448.52
51388,10
51388,74.99
51388,231.75
51389,249
51389,1.75
51390,29.99
51390,16
51390,20
51390,69.32
51392,6.59
51392,80.5
51393,10
51393,0
51393,15
51393,23.99
51394,388.91
51394,98.02
51394,28.75
51394,4.56
51394,16
51395,385.67
51396,272.54
51396,45.46
51397,27.83
51397,0.76
51397,54.3
51398,2
51398,23.08
51398,62.23
51398,15
51399,1
51399,29.9
51399,11.5
51399,125.63
51399,19.95
51400,236
51400,59
51400,25.99
51400,160.7
51402,300
51402,128.64
51404,33
51404,1
51404,240.8
51405,14.95
51405,580.4
51406,4
51406,9.46
51407,11.99
51407,1.18
51407,318.11
51408,7.99
51408,9.99
51408,1
51408,1
51408,6.04
51409,10
51410,11.5
51410,9.99
51410,12.89
51410,1.33
51410,14
51410,1.98
51410,5
51410,20.4
51411,19.09
51411,0.92
51411,14.12
51411,9.99
51412,129.25
51412,53.64
51412,15.98
51412,0.99
51412,75
51412,400
51413,1.98
51413,0.89
51414,34.92
51416,250
51417,1
51417,17.99
51418,2.95
51418,64
51419,291.95
51419,1.98
51419,58.95
51419,20.97
51420,34.05
51420,21.99
51420,501.34
51421,15
51421,1
51421,24.94
51422,1064
51422,77.5
51422,22.95
51422,1.29
51423,165
51423,7.83
51423,157.51
51424,164.58
51424,1.99
51424,10
51425,257.54
51425,89.9
51425,1.98
51426,1.99
51426,15
51426,89.99
51427,160.01
51427,19.99
51427,1.6
51427,95.58
51428,48
51428,10.68
51428,55.06
51428,19.99
51428,12
51429,7
51429,324.82
51430,41.38
51431,0.89
51432,1
51432,89.99
51432,119.99
51433,63.88
51434,15
51434,1
51435,18
51435,59.84
51435,1.98
51435,39.95
51436,1
51437,1
51438,90.97
51439,23
51439,15
51439,235.95
51439,9.99
51440,9.12
51441,0.77
51441,281.23
51441,1
51442,0.76
51444,0.44
51444,6.8
51444,12.56
51445,30.43
51445,10
51445,65.9
51446,1.29
51446,388.97
51446,48.5
51446,1
51447,85
51447,18.96
51448,11.5
51448,69.4
51448,19.5
51448,16.9
51448,40.5
51448,374.79
51448,7.84
51450,25.9
51450,35.1
51450,654
51451,11.4
51451,21.85
51451,54.5
51452,357.1
51452,8.97
51452,587
51453,58.4
51453,5.4
51453,2
51454,243.98
51454,67.43
51454,9.99
51454,0.76
51454,0
51455,19.99
51455,7.5
51455,56.74
51457,30
51457,4.99
51457,0
51457,12.95
51458,213
51461,38.42
51462,113.19
51462,119.71
51463,0.95
51463,15
51463,28.76
51464,3.47
51464,7.57
51464,77.5
51464,120
51465,26.5
51466,53.75
51467,61.75
51467,25.2
51467,54.14
51468,94.5
51468,24.94
51468,10.57
51468,39.2
51469,65.85
51470,25
51471,197.04
51471,6.25
51471,2.31
51472,1.5
51472,82.17
51473,13.04
51473,13.9
51474,33.98
51474,39.42
51475,4.99
51475,122.36
51477,0.76
51477,81.14
51478,194.34
51479,24.9
51479,98.88
51480,7.47
51482,24.95
51482,80.5
51482,179.62
51483,139
51483,12.5
51484,3.56
51484,17.97
51484,0.68
51485,0.12
51485,1824.84
51487,10
51487,29.95
51489,30.99
51489,12.74
51490,2.69
51491,37.14
51491,0.12
51492,15
51492,1.79
51492,15
51492,234.75
51492,1
51493,1
51493,45
51493,9.99
51493,0.99
51493,120.4
51494,4.49
51495,0
51495,25
51495,11.39
51496,16.92
51496,9.99
51496,31.88
51496,1
51496,383.9
51497,379.18
51498,9.17
51499,54.57
51499,2
51500,0.89
51500,0.89
51500,1007.43
51500,4.49
51501,39.99
51501,18
51502,4.49
51503,1
51504,88.61
51504,360
51504,158.76
51504,712.03
51505,1.79
51505,93.65
51505,26.3
51505,106.78
51506,49.01
51506,79
51507,1.9
51507,184
51507,250
51507,51.59
51507,15
51508,82.52
51508,0.77
51508,40
51508,59.98
51509,1
51510,14.99
51510,3.76
51511,12.69
51511,125.9
51512,10
51512,55
51512,1.79
51512,22.74
51514,2
51514,38.15
51514,84.35
51514,716.66
51514,3.85
51515,4.1
51515,7.12
51515,0.77
51515,353.88
51515,214.99
51516,28.56
51517,35.38
51517,12.13
51517,285.25
51517,38.09
51517,765.73
51518,125.9
51518,12.31
51518,24.45
51518,2
51519,108
51519,154
51519,90.16
51519,10
51520,57.05
51521,0.89
51521,0.76
51522,8.94
51522,7.99
51522,18.19
51524,3.56
51524,2.24
51525,24.19
51528,11.5
51528,37.9
51528,276.43
51528,25
51531,45
51531,45.51
51531,70.23
51531,1
51531,35
51532,0.02
51533,2.67
51533,134.98
51534,50
51534,31.99
51535,22.43
51535,1
51535,1483
51535,1.38
51536,13.52
51537,7.23
51538,60.9
51538,2
51539,22.85
51539,8.99
51539,663.94
51540,36
51540,4.68
51540,105
51540,1302
51541,1.79
51542,10
51542,406.59
51542,14
51543,1
51543,20.74
51544,0
51544,336.12
51544,1
51544,6.95
51545,26.11
51545,9.99
51546,31.94
51546,25.27
51547,12.31
51547,27.41
51548,43.92
51548,55.9
51548,71.22
51549,36.5
51549,548.92
51549,4.99
51550,182
51550,0.99
51551,28.88
51552,188.9
51554,66.55
51554,311.1
51555,55.97
51556,363.32
51557,1.98
51557,11.5
51559,349.41
51560,197.34
51560,2
51560,59.66
51560,72.25
51560,9.87
51561,1694.36
51561,24.19
51562,88.29
51562,25.25
51562,15.83
51562,344.22
51563,5.45
51563,43.35
51563,64.5
51564,9.99
51564,1
51564,90.81
51565,139
51567,25.82
51567,45
51568,17
51568,15
51568,0.89
51568,10
51569,0.77
51570,21.94
51570,12.31
51570,29.99
51571,63.82
51571,1.29
51571,1.98
51572,20
51573,14.14
51573,547.32
51574,9.99
51574,55
51575,15
51575,9.99
51575,138.65
51575,1.98
51575,500
51576,16.58
51576,10.17
51576,0.57
51577,1.98
51578,111
51578,178.6
51580,52.98
51580,17.99
51581,1.18
51581,30.24
51582,75
51583,1.29
51583,16.95
51583,126.33
51583,9.84
51584,8.07
51584,10
51584,0.76
51585,59.74
51585,100
51586,0
51587,59.85
51588,384.6
51589,36.59
51589,0.76
51589,42.9
51590,1.98
51591,113.65
51591,30.72
51592,14.99
51592,10
51593,666
51593,200.34
51593,9.99
51594,39.15
51594,9.99
51594,20
51595,20.57
51596,1
51596,15
51596,174.54
51596,189
51597,599
51597,159.16
51598,10
51598,107.61
51599,72
51600,16
51600,252.58
51600,55.48
51601,1
51601,5.99
51603,21.94
51603,25
51603,81.35
51603,1.29
51603,0.77
51604,10.62
51605,124.92
51607,18.79
51608,8.31
51608,79.2
51610,143.13
51610,3.83
51610,2.53
51611,138.95
51612,134.63
51612,65.4
51613,67.1
51613,1.29
51613,78.68
51613,18
51615,4.26
51615,152.65
51615,98
51615,98.78
51615,229.26
51616,83.5
51617,99.4
51618,6.9
51618,10.27
51619,1
51619,5
51619,16.12
51620,16.78
51620,122.44
51620,12.1
51621,100.37
51621,113.6
51621,68.23
51623,9.88
51623,2
51623,15
51624,23.49
51625,4.89
51625,54.95
51625,15.21
51626,0
51626,45
51627,110.8
51628,49.99
51628,3.99
51628,10
51628,18.62
51628,22.3
51629,126.9
51629,7.5
51629,1
51629,15
51629,20
51630,7.68
51630,356.22
51632,0
51632,202.31
51632,50
51633,2.67
51633,19.83
51635,25.89
51635,2.2
51636,253
51636,5
51637,12.31
51638,49.44
51639,514.15
51639,175.51
51639,8.7
51640,19.99
51640,90
51640,15
51640,11.5
51640,49.99
51641,4.49
51641,10.84
51642,12.99
51642,99
51642,1.98
51642,7.6
51643,15
51643,13.04
51643,0.89
51643,9
51644,335.59
51644,10.11
51644,88.16
51646,63.57
51646,66.5
51647,9.99
51648,20.5
51648,305
51648,79
51648,15
51648,10
51649,1.98
51650,200
51650,0
51650,14.99
51651,248.14
51651,1
51651,69.99
51652,1025.76
51652,599
51652,48.79
51652,0.99
51653,51.8
51653,173.88
51654,104
51655,265
51655,0.76
51655,110.12
51657,91.95
51657,24.06
51657,393
51658,29.95
51659,644.93
51660,162.02
51660,2.39
51661,2.27
51663,39.8
51663,72.95
51663,11.37
51665,36.29
51665,33.85
51665,50
51666,23.27
51666,76.98
51666,6.11
51668,29.69
51668,33.75
51668,278.3
51669,1457
51670,12.98
51670,34.34
51671,440
51672,6.51
51672,938.95
51673,4.99
51674,66.9
51674,933.9
51674,3.87
51675,158
51675,1.98
51676,41.8
51676,145.8
51677,68.03
51677,6.79
51677,294.9
51678,75.95
51678,420.1
51679,1
51679,602
51679,0.99
51680,472.22
51681,164.64
51681,1.99
51681,126.54
51681,0.76
51683,43.84
51683,1
51683,15
51684,50.5
51684,111.5
51684,7.83
51685,1
51685,32.64
51687,319.99
51687,57.81
51687,15
51689,1
51690,40
51690,64.1
51691,50
51691,67.3
51692,28.85
51692,165.33
51693,11.4
51693,15
51693,11.5
51694,636.78
51694,39.9
51694,1.98
51694,1
51694,3.9
51694,0.89
51695,38.9
51695,4.36
51695,6.19
51695,35
51695,15
51696,13.2
51696,12.99
51697,1.79
51697,19.12
51698,36
51699,2.68
51699,2.69
51699,175.51
51700,148.68
51700,7.76
51700,299.28
51700,36.95
51701,55.19
51701,11.37
51702,67.3
51703,0.99
51703,25.76
51703,2.35
51703,100
51704,8.99
51704,110.38
51704,6.18
51705,37.85
51705,2.44
51705,250
51705,52.05
51705,2
51705,3.49
51706,15
51706,170.18
51707,791.65
51707,6.18
51708,26.76
51708,148
51708,101.55
51708,1.29
51708,4.48
51709,1061.69
51711,79.5
51711,29
51711,59.9
51712,298.8
51712,1014.5
51712,89.99
51712,1.29
51713,196.61
51713,286.56
51714,69.61
51714,68.12
51714,0.77
51715,11.5
51715,357
51716,6.02
51717,182
51717,0.77
51717,24.99
51717,140.18
51718,4
51718,36.05
51719,1.46
51719,5.49
51720,43.5
51720,0.8
51720,110
51720,12.99
51720,6.18
51720,285.25
51720,20
51721,1
51721,0.89
51721,19.63
51721,899.04
51722,151.72
51722,3.26
51722,79.5
51723,49.44
51724,5.95
51724,51.72
51725,100
51726,12.16
51726,21.3
51727,39
51727,80.56
51728,897.5
51728,75.26
51729,29.99
51729,7.58
51730,24.99
51733,95
51733,243.5
51733,1
51733,15
51734,59.05
51734,319
51735,25
51735,0
51736,79
51736,79.85
51736,18.29
51737,480
51738,52
51738,99.14
51738,15.37
51739,15.36
51740,1719.4
51740,29.95
51740,550.2
51742,158
51742,112.25
51742,148
51742,0.99
51742,39.2
51744,50.5
51744,10
51746,3.84
51746,200
51746,18.99
51746,2.99
51746,337.19
51746,102.92
51746,5.38
51746,6.7
51747,1.29
51747,1
51747,15
51747,49.5
51748,42.92
51748,28
51750,8.99
51751,315.5
51751,98
51752,10.65
51752,50
51752,8.99
51752,0.77
51752,25.1
51752,1209.51
51753,687.22
51755,6.47
51755,37
51756,66.23
51756,33
51757,0.99
51757,1.78
51758,15.5
51758,39.99
51759,297.8
51759,3.59
51761,15
51761,24.95
51762,447.15
51762,15.54
51762,29.95
51763,28.75
51764,1
51765,67
51766,134.95
51766,102.8
51766,9.99
51766,500
51767,14.9
51768,80
51768,16.15
51768,15
51768,1217.56
51768,200
51769,43.3
51769,60
51769,981.16
51769,295
51769,104.9
51770,1.79
51770,25
51771,46.85
51771,112.06
51771,95
51771,0.89
51771,22.71
51772,104.67
51773,58.31
51774,20.89
51774,12.5
51774,202.29
51775,214
51775,178.76
51775,24.99
51776,10.74
51776,26.99
51776,180.81
51777,5.55
51777,153.86
51777,32.74
51778,10
51779,16.62
51779,25.49
51780,216
51780,1173.87
51780,345.6
51781,0.11
51781,114.78
51781,2.58
51781,1
51782,313.43
51782,1
51783,285.7
51783,100
51784,1.98
51785,2.99
51785,3.07
51786,159.9
51788,0.89
51788,1.98
51788,50.95
51788,45.63
51790,45
51790,48.03
51790,88
51791,2.5
51791,2
51792,373.8
51792,355
51793,112
51793,46.91
51794,45
51795,1273.62
51795,19.58
51795,0.01
51796,1.98
51796,1
51797,0.89
51798,21.01
51798,49
51798,5.99
51798,32.32
51799,13.01
51800,308.28
51801,14.45
51801,0.89
51801,211.4
51801,15
51802,69.59
51802,2.28
51802,25
51802,86
51802,259.54
51803,23.52
51803,100
51804,14.95
51804,75.5
51804,89.58
51804,30.24
51805,116.99
51805,74.95
51805,8.94
51806,10
51806,177
51806,18.4
51807,15
51807,141.54
51807,47.45
51807,369
51807,188.49
51808,31.2
51808,166.48
51808,100
51811,60
51811,2181
51811,1.98
51812,300
51812,222
51813,69.99
51814,2.24
51815,26.54
51816,3.92
51816,1.38
51816,242
51817,64.99
51818,128
51818,12.59
51820,0.11
51821,114.9
51821,186.12
51822,135
51823,5.45
51823,62
51823,1
51823,909.49
51824,30.36
51824,1.98
51824,27.95
51825,187
51825,66
51826,82.09
51827,15
51828,9.83
51828,8.51
51828,9.99
51829,2.5
51829,2.99
51829,47.3
51830,69.65
51830,10.62
51830,9.99
51831,7.99
51831,1.79
51831,1
51832,6.75
51833,1.98
51833,37.79
51833,6.15
51833,25
51833,1
51834,26.5
51834,45.5
51834,10.65
51835,17.99
51835,1
51836,116.72
51837,1.98
51838,10
51838,44.88
51838,57.01
51838,15
51838,5.88
51838,187.91
51839,24.97
51839,0.46
51840,5.99
51840,71.21
51840,1.79
51840,12
51840,1.98
51841,6.89
51841,13.06
51841,89.99
51841,194.65
51841,35
51841,0.76
51841,0.89
51842,38.23
51842,0.99
51842,84.85
51843,14.99
51843,0.77
51843,25
51843,39.77
51843,0.76
51845,208.09
51845,1.98
51845,6.05
51845,10
51847,10.4
51847,138
51847,27.55
51849,41.74
51849,190
51849,150
51850,43.94
51850,5.49
51850,1
51851,150.98
51852,8.99
51852,146.05
51852,1.49
51852,469.81
51853,80.3
51853,43.29
51853,390
51854,1.5
51854,1135.25
51854,15
51854,595.89
51855,95
51855,20.82
51855,150
51855,15
51857,8.98
51857,81.19
51857,5.5
51858,0.89
51858,174.98
51859,20
51860,100
51860,263.53
51860,95.9
51861,73
51862,80
51862,15
51862,1068.55
51863,1
51863,118.29
51864,13.99
51864,1.29
51864,19.71
51865,38.42
51865,45
51865,30.43
51866,198.99
51866,177.45
51867,0.99
51867,1
51868,73.79
51868,15
51869,7.08
51870,1050
51871,1
51873,57.49
51873,1.98
51873,5.45
51874,92.8
51875,214.7
51876,90.03
51877,25.14
51877,231.22
51878,69
51879,1
51879,26.02
51880,39.99
51880,13.5
51880,10
51880,5.39
51880,9.9
51882,1140.61
51882,7.98
51883,33
51883,25
51885,0.77
51885,54.9
51885,33.7
51886,13.22
51886,3.57
51886,32.43
51888,54.99
51888,28.3
51888,8.98
51888,102.5
51888,1.79
51890,30.4
51890,20
51890,35.2
51890,180.83
51891,84
51891,1
51891,165.77
51891,129.99
51892,40.78
51892,46.85
51893,27.49
51893,46.92
51896,350
51897,79.54
51899,4.86
51900,79.9
51900,1
51902,36.8
51902,112.83
51902,6.22
51903,133.8
51903,20
51903,240
51906,119.31
51906,343.5
51906,4.99
51906,36
51907,1.98
51907,30.65
51908,54.9
51908,28.41
51908,96
51908,79.55
51909,8.44
51910,90.75
51910,12.52
51910,10
51910,1
51910,3.69
51910,65
51911,45
51911,9.99
51911,69.9
51911,9.99
51912,9.5
51912,20
51913,20
51913,946.86
51913,1.79
51914,295.06
51914,1
51914,227.08
51914,200
51915,23.15
51915,877.25
51915,5.9
51915,47.82
51917,20
51918,276
51918,45.02
51918,33.72
51919,207
51920,1
51920,148.89
51921,92.27
51921,1630.56
51922,108
51924,33.7
51924,117.5
51924,32.18
51924,19.99
51925,23.72
51925,9.99
51925,29.95
51925,20.2
51925,69.95
51926,15
51926,45
51926,20
51927,5
51927,1
51927,5.38
51928,15
51929,6
51929,0.89
51929,15
51930,1
51932,119
51933,113
51933,14.9
51933,464.17
51934,15.5
51934,12.99
51935,119
51935,10.94
51935,52.62
51935,21.3
51935,12
51935,12
51936,12.31
51936,15
51936,40
51936,4.49
51937,1.29
51937,117.85
51937,42.9
51938,77.58
51940,15
51940,19
51941,1068.55
51941,267
51941,8.66
51942,4.49
51942,120
51943,77
51943,2
51944,19.09
51944,268.8
51944,12
51945,8.98
51945,94.75
51946,10
51946,183.6
51946,107.49
51946,7.52
51946,9.99
51947,51.74
51948,5.69
51949,1.98
51949,48
51950,10
51950,19.99
51951,134.94
51951,7.22
51952,34.4
51952,81.9
51952,115.5
51952,13.32
51953,18.6
51954,2
51955,2.99
51957,69.95
51957,1.18
51957,1.98
51958,10
51958,17.82
51959,237.79
51961,20.98
51961,15.29
51961,9.99
51963,40
51963,57.4
51963,107.98
51963,22
51964,0.92
51964,2.03
51965,16.11
51965,0
51965,1.98
51967,39
51967,42.88
51967,191.3
51967,25.26
51968,7.68
51968,57
51968,90
51969,41.74
51969,22.12
51970,0.99
51971,18.54
51971,80.63
51971,14.89
51972,40
51973,120.34
51973,0.89
51973,338
51974,22
51974,20
51975,2.5
51975,346.59
51975,20
51975,13.99
51976,3.84
51976,104.99
51976,4
51976,9.99
51976,29.95
51977,60
51977,465.03
51978,244.39
51978,1
51978,0
51979,0.99
51980,239.77
51982,135
51982,0.77
51984,115.71
51984,200
51984,159
51985,69.99
51985,144
51987,119
51988,73
51989,0
51989,28.56
51990,40
51990,0.89
51990,9.99
51990,0.01
51990,5
51991,29.97
51992,69.99
51992,70.42
51993,1
51994,38.5
51994,54.99
51994,79
51995,1
51996,452.85
51996,115.58
51997,74.5
51997,24.45
51997,105.85
51997,149
51998,1.18
51999,101.75
51999,61.18
51999,9.87
52000,0.89
52001,188.07
52001,5.6
52001,26.98
52002,6.08
52002,1
52002,4.99
52003,5.44
52004,59.96
52004,1
52005,13.99
52005,11.63
52006,40
52006,9.99
52006,120
52007,2.35
52007,129.99
52008,4
52008,639.97
52009,31.98
52009,528.1
52009,125.9
52009,86.43
52009,50
52010,84
52010,65.85
52010,1068.55
52010,6
52011,2.17
52012,20.45
52013,95
52014,15
52014,0.76
52014,17.99
52015,1.79
52016,15
52017,44.99
52018,2.7
52019,83.07
52019,68
52020,4.49
52020,2.71
52020,39.77
52021,25.28
52023,155
52024,0.76
52024,30.3
52025,15.39
52025,185.87
52026,1.5
52026,1.98
52026,60.53
52028,40.17
52028,531.73
52028,172.94
52029,15
52030,77.96
52030,47.92
52031,0.99
52032,10.65
52032,196.95
52033,52.06
52033,507.25
52033,2.39
52034,2.69
52034,324.75
52034,0.89
52035,12.68
52035,5
52036,87.46
52037,0.12
52037,144
52038,775.11
52038,20.23
52038,1.57
52038,412.29
52039,9.99
52041,330.43
52041,83.1
52042,29
52043,88.55
52043,18.83
52043,112
52045,25
52046,100
52046,1.98
52046,234.55
52047,89.9
52048,0.25
52048,20
52048,11.99
52049,23
52050,40.22
52050,43.75
52050,49.77
52051,102.03
52052,40.63
52053,0.74
52054,144
52054,1
52055,70
52056,275
52056,1
52057,5
52057,35
52057,832.3
52057,1.5
52057,131.33
52058,909
52058,1.79
52059,56.55
52059,12.99
52059,24.82
52059,15
52060,4.99
52062,206.53
52062,49
52062,663.2
52063,414.96
52063,10.7
52064,197.84
52064,1.5
52065,9.99
52065,115.5
52065,8
52067,10.65
52067,49.9
