ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
3430,부경,2014-05-23,7,6,9,올캐치,문중원,0:01:17.6,4,2 -  -  - 2 - 2 - 7 - 9,55.2,9.8
3431,부경,2014-05-23,7,3,2,시크릿에센스,김현중,0:01:15.4,½,3 -  -  - 3 - 4 - 3 - 3,3.5,1.4
3432,부경,2014-05-23,9,10,12,줄라이모닝,문중원,0:01:38.1,6,5 -  - 6 - 7 - 10 - 11 - 12,54.6,13
3433,부경,2014-05-23,5,5,3,슈퍼볼트,박금만,0:01:29.5,2½,5 -  -  - 5 - 5 - 5 - 5,21.1,3.3
3434,부경,2014-05-23,5,8,4,라이징보스,후지이,0:01:29.6,½,7 -  -  - 8 - 7 - 7 - 6,21.1,2.8
3435,부경,2014-05-23,9,4,3,포티큐어,유현명,0:01:34.5,1,2 -  - 3 - 4 - 4 - 5 - 4,3.6,1.6
3436,부경,2014-05-23,8,5,6,한양을가자,정동철,0:01:29.5,머리,12 -  -  - 12 - 12 - 12 - 11,38.3,11.3
3437,부경,2014-05-23,10,4,2,스마일어게인,유현명,0:01:56.0,2,3 -  - 4 - 4 - 3 - 1 - 1,5.6,1.5
3438,부경,2014-05-23,10,10,6,프레지던트,조창욱,0:01:57.7,3,9 -  - 9 - 7 - 8 - 8 - 7,18.3,3.2
3439,부경,2014-05-23,10,9,1,고스트위스퍼,홀랜드,0:01:55.7,,5 -  - 5 - 3 - 4 - 3 - 2,1.8,1
3440,부경,2014-05-23,10,2,10,브라스밴드,김정웅,0:02:24.4,500,2 -  - 2 - 9 - 10 - 10 - 10,73.5,15.7
3441,부경,2014-05-23,10,5,4,카오산,설동복,0:01:57.1,½,8 -  - 8 - 8 - 7 - 5 - 4,50.3,8.3
3442,부경,2014-05-23,9,5,8,라온헤르메스,조창욱,0:01:35.7,1,3 -  - 5 - 5 - 5 - 7 - 8,12.2,3.2
3443,부경,2014-05-23,9,9,5,정월보름,정동철,0:01:35.1,3,12 -  - 12 - 11 - 11 - 9 - 7,31.8,6.9
3444,부경,2014-05-23,9,2,1,강공작전,김동영,0:01:33.6,,1 -  - 1 - 1 - 1 - 1 - 1,13,4
3445,부경,2014-05-23,9,3,7,올플러스,김현중,0:01:35.5,½,4 -  - 2 - 2 - 2 - 3 - 6,28.1,7
3446,부경,2014-05-23,8,9,9,초이스킹,박성광,0:01:30.2,1,8 -  -  - 7 - 6 - 5 - 8,55.5,6.1
3447,부경,2014-05-23,8,3,1,우박이,다나카,0:01:28.1,,1 -  -  - 1 - 1 - 1 - 1,3.3,1.8
3448,부경,2014-05-23,6,7,8,바비이키,문중원,0:01:39.2,¾,4 -  - 4 - 4 - 4 - 4 - 6,51.8,6.2
3449,부경,2014-05-23,4,13,11,블랙알렉스,김태준,0:01:24.6,¾,8 -  - 8 - 9 - 9 - 9 - 11,168.8,21
3450,부경,2014-05-23,4,8,5,오칼라캡틴,김정웅,0:01:22.1,코,6 -  - 6 - 6 - 6 - 7 - 5,83.8,8.8
3451,부경,2014-05-23,4,9,3,양키드림,홀랜드,0:01:21.8,목,1 -  - 1 - 2 - 2 - 2 - 3,2,1.2
3452,부경,2014-05-23,3,5,7,금포챔피언,홀랜드,0:01:24.3,6,9 -  - 9 - 10 - 10 - 7 - 7,28.9,4.5
3453,부경,2014-05-23,10,1,9,필립,박성광,0:01:58.9,5,1 -  - 1 - 1 - 1 - 4 - 8,71.1,9.6
3454,부경,2014-05-23,9,12,11,스피드맨,이희천,0:01:37.0,목,9 -  - 10 - 12 - 12 - 12 - 11,49.8,7.4
3455,부경,2014-05-23,4,12,12,서울강자,김동영,0:01:25.4,4,12 -  - 12 - 10 - 10 - 11 - 12,9.5,2
3456,부경,2014-05-23,3,2,1,곰염섬,오영일,0:01:22.1,,2 -  - 1 - 3 - 3 - 3 - 3,16.5,2.9
3457,부경,2014-05-23,4,11,6,천년특급,후지이,0:01:22.6,2½,7 -  - 7 - 7 - 7 - 6 - 7,26.5,4
3458,부경,2014-05-23,4,4,1,톱스프링,설동복,0:01:21.1,,4 -  - 3 - 3 - 3 - 3 - 1,7.3,2.1
3459,부경,2014-05-23,3,3,6,가락공원,송경윤,0:01:23.2,¾,4 -  - 4 - 6 - 5 - 5 - 6,21.8,4.8
3460,부경,2014-05-23,2,11,12,렉스,조창욱,0:01:20.6,1½,10 -  -  - 9 - 9 - 12 - 12,4.1,1.8
3461,부경,2014-05-23,2,6,8,새청춘,김영민,0:01:18.6,1¼,11 -  -  - 10 - 10 - 10 - 9,87.7,11.5
3462,부경,2014-05-23,2,2,3,기쁨해,박금만,0:01:16.5,7,2 -  -  - 3 - 2 - 2 - 2,3.1,1.3
3463,부경,2014-05-23,1,3,2,남도제왕,양영남,0:01:02.2,코,4 -  -  -  - 1 - 1 - 2,7.7,1.9
3464,부경,2014-05-23,1,9,10,대결왕,박금만,0:01:05.0,3,5 -  -  -  - 6 - 9 - 10,16.4,4.4
3465,부경,2014-05-23,1,4,1,영광의태양,다나카,0:01:02.2,,1 -  -  -  - 2 - 2 - 1,2.9,1.5
3466,부경,2014-05-23,10,8,5,라이징조이,김현중,0:01:57.1,목,7 -  - 6 - 5 - 5 - 6 - 5,5,3.1
3467,부경,2014-05-23,10,6,3,백호장군,김동영,0:01:57.0,5,4 -  - 7 - 6 - 6 - 7 - 6,17.3,2.6
3468,부경,2014-05-23,10,3,7,올수,조성곤,0:01:57.9,1½,6 -  - 3 - 2 - 2 - 2 - 3,7,1.8
3469,부경,2014-05-23,2,9,9,금포퍼펙트,양영남,0:01:19.0,1¾,4 -  -  - 4 - 5 - 5 - 8,56,16.5
3470,부경,2014-05-23,2,12,11,허리케인스타,이희천,0:01:20.4,1¾,5 -  -  - 6 - 6 - 9 - 11,114.3,15.3
3471,부경,2014-05-25,2,2,9,올웨이즈위닝,박재호,0:01:24.0,2,4 -  - 6 - 4 - 3 - 3 - 8,49.1,5.4
3472,부경,2014-05-25,2,9,7,퍼번트스톰,유현명,0:01:23.1,½,6 -  - 4 - 5 - 5 - 5 - 4,5.9,2.2
3473,부경,2014-05-25,1,8,5,슈팅브라운,조창욱,0:01:02.0,코,8 -  -  -  - 7 - 7 - 7,9.4,2.3
3474,부경,2014-05-25,1,2,12,와사비위저드,김영민,0:01:04.0,4,11 -  -  -  - 12 - 12 - 12,122.3,15.9
3475,부경,2014-05-25,1,5,9,골든트리오,양영남,0:01:02.7,2,12 -  -  -  - 11 - 11 - 10,46.5,5.6
3476,부경,2014-05-25,2,10,12,샤이닝질주,조창욱,0:01:25.0,1¾,11 -  - 12 - 11 - 12 - 12 - 12,46.9,8.4
3477,부경,2014-05-25,6,6,9,스포티,박금만,0:02:00.7,10,9 -  - 9 - 6 - 6 - 7 - 9,7.6,2.8
3478,부경,2014-05-25,6,5,7,금빛총알,조성곤,0:01:58.4,1¾,8 -  - 8 - 9 - 9 - 8 - 7,12.7,3.2
3479,부경,2014-05-25,5,9,13,황금들녘,송경윤,0:01:31.4,10,13 -  -  - 12 - 12 - 12 - 13,26.3,5.6
3480,부경,2014-05-25,5,10,10,라이즈앤드샤우트,조성곤,0:01:29.2,½,1 -  -  - 2 - 3 - 3 - 6,4,1.7
3481,부경,2014-05-25,5,5,6,찰리글리터스,박금만,0:01:28.2,4,7 -  -  - 6 - 6 - 6 - 7,21.4,5.3
3482,부경,2014-05-25,5,1,1,슈퍼강자,후지이,0:01:24.2,,2 -  -  - 1 - 1 - 1 - 1,4.3,1.7
3483,부경,2014-05-25,4,6,2,일등항해사,다나카,0:01:33.9,4,8 -  - 7 - 4 - 4 - 2 - 2,3.6,1.3
3484,부경,2014-05-25,3,1,6,메이저엠퍼러,유현명,0:01:28.4,1,4 -  -  - 4 - 4 - 5 - 6,12.3,1.8
3485,부경,2014-05-25,3,9,8,삼일타이거,송경윤,0:01:29.2,4,7 -  -  - 9 - 8 - 9 - 9,37,3.7
3486,부경,2014-05-25,3,7,4,블레이크스휴머,김동영,0:01:28.1,목,8 -  -  - 6 - 5 - 4 - 4,15.8,2.4
3487,부경,2014-05-25,2,8,5,에이스드림,후지이,0:01:22.7,1,7 -  - 8 - 7 - 8 - 8 - 7,5.2,1.7
3488,부경,2014-05-25,2,7,6,로열마스터,조성곤,0:01:23.0,2,3 -  - 1 - 3 - 4 - 4 - 6,18.5,3.4
3489,부경,2014-05-25,4,8,8,레드호크,홀랜드,0:01:38.0,¾,5 -  - 5 - 6 - 7 - 7 - 8,9.5,2
3490,부경,2014-05-25,3,4,9,성산패총,홀랜드,0:01:29.3,½,5 -  -  - 5 - 6 - 7 - 8,43.7,4.4
3491,부경,2014-05-25,3,3,1,무진장,양영남,0:01:25.7,,3 -  -  - 1 - 1 - 1 - 1,1.1,1.1
3492,부경,2014-05-25,2,6,11,행운만리,양영남,0:01:24.7,2½,10 -  - 10 - 10 - 11 - 11 - 11,85.6,8.5
3493,부경,2014-05-25,6,4,4,기회만점,양영남,0:01:57.8,목,4 -  - 5 - 5 - 5 - 5 - 5,4.1,1.5
3494,부경,2014-05-25,6,7,1,금포거루,문중원,0:01:56.6,,2 -  - 2 - 2 - 2 - 2 - 1,8.6,2.5
3495,부경,2014-05-25,6,8,5,킹프라다,다나카,0:01:57.9,¾,5 -  - 4 - 4 - 4 - 4 - 4,9.1,2.8
3496,부경,2014-05-25,5,8,12,다크스트나이트,유현명,0:01:29.7,2½,4 -  -  - 4 - 4 - 5 - 10,6,2.6
3497,부경,2014-05-25,5,7,7,우레같이,이희천,0:01:28.3,½,12 -  -  - 13 - 13 - 13 - 12,6.9,2.7
3498,부경,2014-05-25,5,4,4,남도태양,조창욱,0:01:27.3,목,10 -  -  - 9 - 9 - 9 - 4,36.4,7.3
3499,부경,2014-05-25,5,12,11,임팩트더맥스,설동복,0:01:29.2,½,11 -  -  - 11 - 11 - 11 - 11,131.6,22.9
3500,부경,2014-05-25,4,4,4,무패대왕,박금만,0:01:35.2,4,3 -  - 3 - 3 - 3 - 3 - 4,22.4,3
3501,부경,2014-05-25,4,1,6,체인지업,설동복,0:01:36.2,2,6 -  - 6 - 7 - 6 - 6 - 6,74,10.1
3502,부경,2014-05-25,3,8,5,맥스이펙티부스,이희천,0:01:28.2,1,6 -  -  - 8 - 9 - 8 - 7,87.4,8.2
3503,부경,2014-05-25,3,5,2,아인스,조성곤,0:01:27.0,7,1 -  -  - 2 - 2 - 2 - 2,11.8,1.6
3504,부경,2014-05-25,2,5,8,왕초대,다나카,0:01:23.7,3,9 -  - 9 - 9 - 9 - 9 - 9,19.2,3.7
3505,부경,2014-05-25,2,11,13,골드원,김정웅,0:01:25.3,2,13 -  - 13 - 13 - 13 - 13 - 13,140,16.5
3506,부경,2014-05-25,1,11,6,영웅천하,조성곤,0:01:02.0,목,6 -  -  -  - 6 - 5 - 5,8.8,2.5
3507,부경,2014-05-25,1,10,10,기막힌선택,김동영,0:01:02.9,1¼,9 -  -  -  - 8 - 9 - 9,79.1,10.3
3508,부경,2014-05-25,6,3,6,영웅등극,후지이,0:01:58.1,1,7 -  - 7 - 7 - 7 - 6 - 6,7.2,2.6
3509,부경,2014-05-25,5,13,8,마운틴보이,김태경,0:01:29.0,4,8 -  -  - 8 - 8 - 8 - 8,75.8,7
3510,부경,2014-05-25,6,10,10,천하특급,정동철,0:02:01.2,3,6 -  - 6 - 8 - 8 - 10 - 10,95.6,17.9
3511,부경,2014-05-25,3,2,3,라이징플러스,후지이,0:01:28.0,6,9 -  -  - 7 - 7 - 6 - 5,24.4,3.2
3512,부경,2014-05-25,5,6,9,노피어스,정동철,0:01:29.1,½,9 -  -  - 7 - 7 - 7 - 9,11.7,3
3513,부경,2014-05-25,1,4,2,마페오바르베리니,김도현,0:01:00.9,1¾,4 -  -  -  - 5 - 4 - 3,22.8,2.7
3514,부경,2014-05-25,2,1,1,임팩트,홀랜드,0:01:20.5,,1 -  - 2 - 1 - 1 - 1 - 1,4.6,2.2
3515,부경,2014-05-25,1,6,8,갤럭틱파워,후지이,0:01:02.3,1½,10 -  -  -  - 9 - 8 - 8,150.6,17.2
3516,부경,2014-05-25,1,3,1,클라이밍,유현명,0:01:00.6,,1 -  -  -  - 1 - 1 - 1,1.5,1.1
3517,부경,2014-05-25,1,7,3,감동의문,정동철,0:01:01.1,¾,5 -  -  -  - 2 - 2 - 2,6.6,1.5
3518,부경,2014-05-25,1,12,11,나우리즈,김현중,0:01:03.3,2,7 -  -  -  - 10 - 10 - 11,188.2,26.9
3519,부경,2014-05-25,6,1,3,더비프로포즈,조창욱,0:01:57.7,5,3 -  - 3 - 3 - 3 - 3 - 3,27.3,4.8
3520,부경,2014-05-25,1,9,7,최대강자,송경윤,0:01:02.1,머리,2 -  -  -  - 4 - 6 - 6,10.2,2.2
3521,부경,2014-05-25,1,1,4,슬레이즈플래시,박성광,0:01:02.0,5,3 -  -  -  - 3 - 3 - 4,185.1,16.1
3522,부경,2014-05-25,2,12,10,선더라이더,김도현,0:01:24.3,1½,12 -  - 11 - 12 - 10 - 10 - 10,158.1,17.7
3523,부경,2014-05-25,2,3,3,하이키,김현중,0:01:22.3,2½,5 -  - 7 - 6 - 6 - 6 - 3,29.2,5.7
3524,부경,2014-05-25,2,4,2,마이스타일,박금만,0:01:21.9,8,2 -  - 3 - 2 - 2 - 2 - 2,2.3,1.4
3525,부경,2014-05-25,2,13,4,무한스피드,정동철,0:01:22.5,1,8 -  - 5 - 8 - 7 - 7 - 5,33.9,4.4
3526,부경,2014-05-25,3,6,7,별님이,다나카,0:01:28.4,코,2 -  -  - 3 - 3 - 3 - 3,30.9,3.4
3527,부경,2014-05-25,4,7,5,메간포스,김남성,0:01:35.8,4,7 -  - 8 - 8 - 8 - 8 - 7,59.3,5.8
3528,부경,2014-05-25,4,5,7,소백정기,김태경,0:01:37.9,10,2 -  - 2 - 2 - 2 - 4 - 5,18.7,2.7
3529,부경,2014-05-25,4,3,1,새나,유현명,0:01:33.2,,1 -  - 1 - 1 - 1 - 1 - 1,1.6,1.1
3530,부경,2014-05-25,4,2,3,머제스틱파워,조창욱,0:01:34.5,3,4 -  - 4 - 5 - 5 - 5 - 3,7.7,1.8
3531,부경,2014-05-25,5,3,3,멀티럭,김동영,0:01:27.2,목,3 -  -  - 3 - 2 - 2 - 2,5.4,1.8
3532,부경,2014-05-25,5,11,2,홀리워크,김도현,0:01:27.2,17,5 -  -  - 5 - 5 - 4 - 3,26,5.1
3533,부경,2014-05-25,6,9,8,오백선,설동복,0:01:59.0,4,10 -  - 10 - 10 - 10 - 9 - 8,40.4,7.7
3534,부경,2014-05-25,6,2,2,아름다운도전,유현명,0:01:56.9,1½,1 -  - 1 - 1 - 1 - 1 - 2,2.8,1.2
3535,부경,2014-05-25,5,2,5,대발,구민성,0:01:27.5,1¼,6 -  -  - 10 - 10 - 10 - 5,71.8,13.3
3536,부경,2014-05-30,8,1,6,라온돌체,후지이,0:01:42.9,½,6 -  - 7 - 8 - 9 - 9 - 6,6,1.7
3537,부경,2014-05-30,8,5,7,메가파워,오영일,0:01:43.9,6,7 -  - 8 - 7 - 7 - 7 - 7,27.2,3.3
3538,부경,2014-05-30,6,2,1,하이브리드,후지이,0:01:28.0,,8 -  -  - 9 - 8 - 8 - 4,4.7,1.3
3539,부경,2014-05-30,6,4,4,중앙최강,김태경,0:01:29.0,½,7 -  -  - 7 - 7 - 5 - 3,13.7,2.4
3540,부경,2014-05-30,6,6,5,구름사이로,김정웅,0:01:30.0,6,5 -  -  - 3 - 3 - 3 - 6,92.5,6.7
3541,부경,2014-05-30,5,3,1,크림슨플레지,김용근,0:01:14.6,,3 -  -  - 1 - 1 - 1 - 1,1.6,1.1
3542,부경,2014-05-30,5,7,7,스마트브라운,오영일,0:01:16.8,목,7 -  -  - 7 - 7 - 7 - 8,37.2,3.2
3543,부경,2014-05-30,4,7,12,에이스명운,문중원,0:01:34.0,1¾,1 -  -  - 1 - 1 - 3 - 9,4.2,1.7
3544,부경,2014-05-30,4,8,11,상승물결,박금만,0:01:33.6,2½,3 -  -  - 4 - 6 - 7 - 12,63.2,12.1
3545,부경,2014-05-30,5,2,11,떠오르는태양,김도현,0:01:17.3,1¼,11 -  -  - 11 - 11 - 12 - 11,170.5,16.9
3546,부경,2014-05-30,10,9,3,메가톤,후지이,0:01:26.6,5,5 -  -  - 7 - 7 - 7 - 4,3.9,1.7
3547,부경,2014-05-30,8,4,4,우리봉,박금만,0:01:42.7,¾,4 -  - 4 - 4 - 2 - 2 - 2,41.4,6.1
3548,부경,2014-05-30,8,6,2,레이크선더,김정웅,0:01:42.5,9,9 -  - 9 - 9 - 8 - 8 - 5,70.1,6.2
3549,부경,2014-05-30,7,9,3,골리앗마린,김영민,0:01:35.0,1½,8 -  - 8 - 8 - 8 - 8 - 7,2.5,1.3
3550,부경,2014-05-30,7,4,5,건파이터,김용근,0:01:35.1,½,6 -  - 6 - 6 - 6 - 6 - 5,27.6,4.9
3551,부경,2014-05-30,7,1,4,큰하늘땅,후지이,0:01:35.0,½,7 -  - 7 - 7 - 7 - 7 - 3,13,2.9
3552,부경,2014-05-30,7,2,1,모닝강자,조성곤,0:01:33.9,,1 -  - 1 - 1 - 1 - 1 - 1,4.1,1.5
3553,부경,2014-05-30,7,5,,신흥고수,양영남,0:01:45.4,실격,9 -  - 9 - 9 - 9 - 9 - 9,71.9,12.8
3554,부경,2014-05-30,7,3,6,중앙해주,최시대,0:01:35.9,5,3 -  - 2 - 3 - 2 - 2 - 4,7.9,2
3555,부경,2014-05-30,6,8,3,킹블레이드,김용근,0:01:28.9,4,3 -  -  - 4 - 4 - 4 - 2,1.6,1.1
3556,부경,2014-05-30,3,12,12,행운파크,다나카,0:01:18.2,코,9 -  -  - 9 - 10 - 10 - 11,118.9,14.6
3557,부경,2014-05-30,3,4,1,스위트스팟,김동영,0:01:15.8,,1 -  -  - 2 - 2 - 2 - 2,15.6,3.8
3558,부경,2014-05-30,10,3,4,할리,김도현,0:01:26.7,¾,1 -  -  - 1 - 1 - 1 - 3,95.5,9.3
3559,부경,2014-05-30,10,6,5,치마천리,김동영,0:01:27.3,4,7 -  -  - 9 - 9 - 8 - 8,16.4,2.9
3560,부경,2014-05-30,5,8,10,프라이드캡틴,조성곤,0:01:17.1,목,8 -  -  - 8 - 8 - 8 - 9,4.4,1.4
3561,부경,2014-05-30,5,1,2,미스터프라다,후지이,0:01:15.6,6,5 -  -  - 5 - 5 - 5 - 3,39.6,5.3
3562,부경,2014-05-30,5,4,3,대박승리,양영남,0:01:16.4,4,1 -  -  - 3 - 2 - 2 - 2,116.9,9.3
3563,부경,2014-05-30,4,5,10,퓨어스마트,김명신,0:01:33.2,7,7 -  -  - 7 - 7 - 6 - 8,237,25
3564,부경,2014-05-30,5,10,8,필드스캠퍼,유현명,0:01:16.9,¾,4 -  -  - 4 - 4 - 3 - 4,7.7,1.7
3565,부경,2014-05-30,3,11,10,등불,후지이,0:01:17.7,½,7 -  -  - 6 - 6 - 4 - 5,2.5,1.3
3566,부경,2014-05-30,3,9,11,파워빅터,문중원,0:01:18.2,2½,5 -  -  - 4 - 4 - 6 - 8,3.9,1.4
3567,부경,2014-05-30,3,7,9,장군의아들,최시대,0:01:17.7,1½,12 -  -  - 12 - 12 - 12 - 12,105.4,11.1
3568,부경,2014-05-30,3,1,2,신천강자,김영민,0:01:15.9,½,2 -  -  - 1 - 1 - 1 - 1,4.7,2
3569,부경,2014-05-30,1,5,6,마하브라보,정동철,0:01:04.5,4,3 -  -  -  - 4 - 4 - 5,14,2.6
3570,부경,2014-05-30,10,7,8,정상시대,최시대,0:01:28.0,½,8 -  -  - 5 - 5 - 4 - 6,64.3,4.7
3571,부경,2014-05-30,9,7,3,동급제왕,다나카,0:01:56.1,3,3 -  - 2 - 2 - 2 - 2 - 3,4,1.8
3572,부경,2014-05-30,9,2,1,천지감동,조성곤,0:01:53.6,,1 -  - 1 - 1 - 1 - 1 - 1,5.4,1.8
3573,부경,2014-05-30,9,8,7,홀드더머스터드,후지이,0:01:58.5,2½,6 -  - 6 - 5 - 5 - 4 - 5,7.9,2
3574,부경,2014-05-30,9,3,4,영웅대로,조창욱,0:01:56.9,5,8 -  - 8 - 8 - 7 - 6 - 4,9.6,2.2
3575,부경,2014-05-30,9,6,5,버닝웨이,김태경,0:01:58.0,6,9 -  - 9 - 9 - 9 - 8 - 7,63.3,7
3576,부경,2014-05-30,8,3,1,원일강자,최시대,0:01:41.0,,2 -  - 1 - 1 - 1 - 1 - 1,1.6,1
3577,부경,2014-05-30,4,12,3,한마본능,후지이,0:01:29.8,1¾,10 -  -  - 9 - 9 - 8 - 5,82.7,9.1
3578,부경,2014-05-30,3,5,4,스위트골드,양영남,0:01:16.1,½,8 -  -  - 8 - 7 - 8 - 6,18.4,3.2
3579,부경,2014-05-30,1,4,4,쌩쌩질주,유현명,0:01:03.1,4,2 -  -  -  - 3 - 3 - 3,2.4,1.2
3580,부경,2014-05-30,10,10,9,명운제왕,김용근,0:01:29.2,7,6 -  -  - 8 - 8 - 9 - 9,8.8,2.1
3581,부경,2014-05-30,7,8,2,빙고라지오,김동영,0:01:34.7,4,2 -  - 4 - 5 - 5 - 4 - 2,4.7,1.7
3582,부경,2014-05-30,2,10,13,모닝명작,설동복,0:01:19.7,1¼,13 -  -  - 12 - 12 - 12 - 12,59.8,9.3
3583,부경,2014-05-30,2,13,12,해피골드,송경윤,0:01:19.5,2½,3 -  -  - 4 - 5 - 5 - 8,47.6,6.1
3584,부경,2014-05-30,2,2,6,레이스질주,김도현,0:01:17.3,2,7 -  -  - 7 - 7 - 6 - 6,49.1,8
3585,부경,2014-05-30,2,3,1,골든래스,김동영,0:01:15.2,,1 -  -  - 1 - 1 - 1 - 1,3.5,1.4
3586,부경,2014-05-30,2,1,2,청풍만리,조창욱,0:01:15.8,3,5 -  -  - 6 - 3 - 2 - 2,2.4,1.3
3587,부경,2014-05-30,3,14,5,은하,송경윤,0:01:16.4,1¼,10 -  -  - 11 - 11 - 9 - 9,28.4,6.6
3588,부경,2014-05-30,3,2,8,천지교태,김용근,0:01:17.4,½,3 -  -  - 3 - 3 - 3 - 4,44.1,11.5
3589,부경,2014-05-30,4,9,7,실버호크,김용근,0:01:31.9,1¾,11 -  -  - 11 - 11 - 11 - 11,12.1,3.6
3590,부경,2014-05-30,4,10,6,배틀퀸,양영남,0:01:31.6,5,12 -  -  - 12 - 12 - 12 - 7,56.4,5.6
3591,부경,2014-05-30,4,4,5,버닝챔프,최시대,0:01:30.8,5,6 -  -  - 6 - 5 - 5 - 4,10,2.5
3592,부경,2014-05-30,4,2,1,대로시대,유현명,0:01:28.6,,4 -  -  - 3 - 3 - 2 - 1,2.3,1.2
3593,부경,2014-05-30,5,11,6,굿터치,설동복,0:01:16.7,½,10 -  -  - 10 - 9 - 9 - 7,49,9.1
3594,부경,2014-05-30,5,9,12,영원한미소,김정웅,0:01:17.6,1½,9 -  -  - 9 - 10 - 10 - 12,251.7,20.7
3595,부경,2014-05-30,5,5,9,서축공주,구민성,0:01:17.1,1,2 -  -  - 2 - 3 - 4 - 5,8.4,2.3
3596,부경,2014-05-30,6,5,7,필걸,문중원,0:01:30.4,1,6 -  -  - 5 - 5 - 6 - 7,63.6,7.7
3597,부경,2014-05-30,10,4,1,미라클원더,유현명,0:01:25.2,,2 -  -  - 2 - 2 - 2 - 1,5.5,1.6
3598,부경,2014-05-30,10,8,7,맵시,문중원,0:01:27.9,½,3 -  -  - 4 - 4 - 5 - 7,44,4
3599,부경,2014-05-30,9,5,2,여러분의여왕,김용근,0:01:55.5,11,5 -  - 4 - 3 - 3 - 3 - 2,3.3,1.4
3600,부경,2014-05-30,10,5,,행복전선,양영남,,출전제외, -  -  -  -  -  - ,0,0
3601,부경,2014-05-30,1,2,3,해피하나,이희천,0:01:02.4,2½,7 -  -  -  - 5 - 5 - 4,111.7,7.6
3602,부경,2014-05-30,1,6,8,이기쁨그대로,송경윤,0:01:04.7,1¼,11 -  -  -  - 9 - 9 - 9,121.4,18.9
3603,부경,2014-05-30,5,6,5,바람꽃,다나카,0:01:16.6,½,6 -  -  - 6 - 6 - 6 - 6,62.7,9.3
3604,부경,2014-05-30,6,3,2,하스타티,김도현,0:01:28.1,¾,1 -  -  - 1 - 1 - 1 - 1,18.9,3.3
3605,부경,2014-05-30,8,2,8,스프링걸,김명신,0:01:45.1,6,1 -  - 2 - 3 - 4 - 3 - 8,60.6,9.7
3606,부경,2014-05-30,9,4,8,골든캐럴,유현명,0:01:59.5,6,2 -  - 3 - 4 - 4 - 5 - 8,6.9,2.5
3607,부경,2014-05-30,2,9,9,소리천,박금만,0:01:18.6,2½,10 -  -  - 11 - 11 - 11 - 11,221.6,19.5
3608,부경,2014-05-30,3,3,13,대성명가,조성곤,0:01:20.3,12,4 -  -  - 7 - 8 - 11 - 13,132.8,19.3
3609,부경,2014-05-30,4,11,9,레이디고고,오영일,0:01:32.0,목,8 -  -  - 10 - 10 - 10 - 10,48.9,7.2
3610,부경,2014-05-30,5,12,4,뷰티풀퀸,김영민,0:01:16.5,1,12 -  -  - 12 - 12 - 11 - 10,21.7,4.7
3611,부경,2014-05-30,10,2,6,파인공주,조성곤,0:01:27.8,3,9 -  -  - 6 - 6 - 6 - 5,29.9,4.5
3612,부경,2014-05-30,3,10,7,금포샤이니,김정웅,0:01:17.3,2½,6 -  -  - 5 - 5 - 5 - 7,20,5.4
3613,부경,2014-05-30,6,7,6,여전사,조성곤,0:01:30.2,1,2 -  -  - 2 - 2 - 2 - 5,7.7,2
3614,부경,2014-05-30,6,1,9,클레어즈드림,이희천,0:01:32.6,2,9 -  -  - 8 - 9 - 9 - 9,7.5,1.9
3615,부경,2014-05-30,7,6,7,비케이킹,박금만,0:01:37.2,7,4 -  - 3 - 2 - 3 - 3 - 6,13.2,3
3616,부경,2014-05-30,7,7,8,금포리안,유현명,0:01:37.5,2,5 -  - 5 - 4 - 4 - 5 - 8,16.1,3.5
3617,부경,2014-05-30,8,8,5,그랜드피날레,조창욱,0:01:42.8,1,5 -  - 5 - 5 - 5 - 4 - 4,18.9,2.7
3618,부경,2014-05-30,8,9,9,알파퀸,조성곤,0:01:46.1,6,3 -  - 3 - 2 - 3 - 5 - 9,5.4,1.7
3619,부경,2014-05-30,8,7,3,경남대로,김용근,0:01:42.6,머리,8 -  - 6 - 6 - 6 - 6 - 3,7.7,2.4
3620,부경,2014-05-30,6,9,8,라인업,김명신,0:01:32.3,11,4 -  -  - 6 - 6 - 7 - 8,135.5,12.3
3621,부경,2014-05-30,1,1,1,원몬트,김동영,0:01:01.0,,1 -  -  -  - 1 - 1 - 1,7.3,1.6
3622,부경,2014-05-30,1,7,5,시크릿패션,김태준,0:01:03.8,4,5 -  -  -  - 6 - 6 - 6,117.2,9.5
3623,부경,2014-05-30,1,10,10,넓은벌,김남성,0:01:04.9,1,9 -  -  -  - 10 - 11 - 10,138.6,9.9
3624,부경,2014-05-30,2,5,8,원포인트,구영준,0:01:18.1,4,12 -  -  - 13 - 13 - 13 - 9,54.7,6
3625,부경,2014-05-30,2,4,7,라이트블루,김용근,0:01:17.3,½,11 -  -  - 9 - 9 - 7 - 7,13.2,3.3
3626,부경,2014-05-30,2,14,4,선플레어,최시대,0:01:16.4,½,4 -  -  - 5 - 6 - 4 - 4,6.6,2
3627,부경,2014-05-30,2,11,3,럭키청춘,이희천,0:01:16.3,3,6 -  -  - 2 - 2 - 3 - 3,5.3,2.3
3628,부경,2014-05-30,2,6,11,더비케이스,김영민,0:01:19.0,1¼,14 -  -  - 14 - 14 - 14 - 14,200.7,16.8
