,_unit_id,relevance,relevance:variance,product_image,product_link,product_price,product_title,query,rank,source,url
928,711159388,3.67,0.47100000000000003,http://thumbs1.ebaystatic.com/d/l225/m/mfZ2_24TVx3nkYmHIIuAdQA.jpg,http://www.ebay.com/itm/Perky-Pet-305-Holly-Berry-Gilded-Chalet-Wild-Bird-Feeder-New-Free-Shipping-/281664771572?pt=LH_DefaultDomain_0&hash=item41948755f4,"$10.29
Trending at
$10.84","Perky-Pet 305 Holly Berry Gilded Chalet Wild Bird Feeder, New, Free Shipping",Bird seed feeder,7,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
929,711159389,3.67,0.47100000000000003,http://thumbs1.ebaystatic.com/d/l225/m/mxkCQ6F24RB4uzjklhdrCCQ.jpg,http://www.ebay.com/itm/Squirrel-Resistant-Hanging-Bird-Feeder-Wild-Pet-Garden-Metal-Cage-Outdoor-Proof-/261865995112?pt=LH_DefaultDomain_0&hash=item3cf86dfb68,$19.19 ,Squirrel Resistant Hanging Bird Feeder Wild Pet Garden Metal Cage Outdoor Proof,Bird seed feeder,8,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
930,711159390,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mhwck_hHcfk7CU5QWR6S5ew.jpg,http://www.ebay.com/itm/Perky-Pet-114-Squirrel-Stumper-Wild-Bird-Feeder-New-Free-Shipping-/361215679869?pt=LH_DefaultDomain_0&hash=item541a21dd7d,$14.73 ,"Perky-Pet 114 Squirrel Stumper Wild Bird Feeder, New, Free Shipping",Bird seed feeder,9,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
931,711159391,3.33,0.47100000000000003,http://thumbs4.ebaystatic.com/d/l225/m/m9wu-PQPFdzPpbMRoNh2dew.jpg,http://www.ebay.com/itm/LARGE-SUPER-SIZE-SQUIRREL-PROOF-STAINLESS-STEEL-WILD-BIRD-FEEDER-/251841533731?pt=LH_DefaultDomain_0&hash=item3aa2ecd723,$49.95 ,LARGE (SUPER) SIZE SQUIRREL PROOF STAINLESS STEEL WILD BIRD FEEDER,Bird seed feeder,10,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
932,711159392,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mpebFn9apmQWjDNFKl-SQWA.jpg,http://www.ebay.com/itm/Perky-Pet-114-Squirrel-Stumper-Wild-Bird-Feeder-New-/311264112618?pt=LH_DefaultDomain_0&hash=item4878c96fea,$16.25 ,Perky-Pet 114 Squirrel Stumper Wild Bird Feeder New,Bird seed feeder,11,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
933,711159393,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mf13Mo6N0tVJxI14udqBwnw.jpg,http://www.ebay.com/itm/Wild-Bird-Hanging-Feeder-Squirrel-Proof-Garden-NEW-/141644430890?pt=LH_DefaultDomain_0&hash=item20faaa7e2a,$19.99 ,Wild Bird Hanging Feeder Squirrel Proof Garden NEW,Bird seed feeder,12,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
934,711159394,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/m20d6pl-F6qMRG_Yq8s91ew.jpg,http://www.ebay.com/itm/Wild-Bird-Feeder-Clear-Window-Economical-Bird-Watching-Squirrel-Proof-Rustic-/301559815198?pt=LH_DefaultDomain_0&hash=item46365d9c1e,$19.93 ,Wild Bird Feeder Clear Window Economical Bird Watching Squirrel Proof Rustic,Bird seed feeder,13,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
935,711159395,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mUZhone12f_VJhSVBptuvUA.jpg,http://www.ebay.com/itm/Perky-Pet-309-Seed-Barn-Bird-Feeder-New-Free-Shipping-/251884092838?pt=LH_DefaultDomain_0&hash=item3aa5763da6,$14.46 ,"Perky-Pet 309 Seed Barn Bird Feeder , New, Free Shipping",Bird seed feeder,14,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
936,711159396,2.67,0.943,http://thumbs1.ebaystatic.com/d/l225/m/mHts-2gA3AI_GypKa36Yz5w.jpg,http://www.ebay.com/itm/Hanging-Soda-Bottle-Top-Wild-Bird-Feeder-Green-Feeder-Kit-New-/291174283980?pt=LH_DefaultDomain_0&hash=item43cb56facc,$3.25 ,Hanging Soda Bottle Top Wild Bird Feeder Green Feeder Kit New,Bird seed feeder,15,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
937,711159397,3.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mjqa4fWvUBo3vVZeOf1q6UA.jpg,http://www.ebay.com/itm/1-Window-Soda-Bottle-Wild-Bird-Feeder-kit-Green-MADE-IN-USA-/261819251411?pt=LH_DefaultDomain_0&hash=item3cf5a4bad3,"$3.95
Trending at
$4.91",1 Window Soda Bottle Wild Bird Feeder kit  Green MADE IN USA,Bird seed feeder,16,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
938,711159398,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mudkPQ0Yfdl2cKjdSXHyv1g.jpg,http://www.ebay.com/itm/Perky-Pet-Mason-Jar-Wild-Bird-Feeder-New-Free-Shipping-/261816062514?pt=LH_DefaultDomain_0&hash=item3cf5741232,$24.80 ,"Perky-Pet Mason Jar Wild Bird Feeder , New, Free Shipping",Bird seed feeder,17,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
939,711159399,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mZ5rJCNJhDPcnFHmicGRxwA.jpg,http://www.ebay.com/itm/Perky-Pet-Gazebo-Wild-Bird-Feeder-HF92-New-Free-Shipping-/251538032328?pt=LH_DefaultDomain_0&hash=item3a90d5c6c8,$12.50 ,"Perky-Pet Gazebo Wild Bird Feeder HF92, New, Free Shipping",Bird seed feeder,18,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
940,711159400,3.67,0.47100000000000003,http://thumbs4.ebaystatic.com/d/l225/m/mzSmze4T74-mq4AhaMqVcjQ.jpg,http://www.ebay.com/itm/No-No-Red-Seed-Ball-Wild-Bird-Feeder-New-/371220926547?pt=LH_DefaultDomain_0&hash=item566e7dd053,$10.22 ,No/No Red Seed Ball Wild Bird Feeder New,Bird seed feeder,19,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
941,711159401,3.33,0.47100000000000003,http://thumbs4.ebaystatic.com/d/l225/m/mXGEdNPr83rYAjYFAUeDnIw.jpg,http://www.ebay.com/itm/Vintage-Small-Bird-Feeder-or-Bath-Heavy-Metal-Base-Needs-TLC-/161679731135?pt=LH_DefaultDomain_0&hash=item25a4dce9bf,$21.50 ,Vintage Small Bird Feeder or Bath - Heavy Metal Base - Needs TLC,Bird seed feeder,20,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
942,711159402,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mIYmZLxKdthzMRs62giEH2Q.jpg,http://www.ebay.com/itm/Perky-Pet-110-Evenseed-Silo-Wild-Bird-Feeder-New-Free-Shipping-/261816054727?pt=LH_DefaultDomain_0&hash=item3cf573f3c7,$20.96 ,"Perky-Pet 110 Evenseed Silo Wild Bird Feeder , New, Free Shipping",Bird seed feeder,21,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
943,711159403,3.2,0.748,http://thumbs2.ebaystatic.com/d/l225/m/mlJ_aPGXO2Qv-pq45Dl3yJw.jpg,http://www.ebay.com/itm/No-No-Green-Seed-Ball-Wild-Bird-Feeder-GSB00344-New-/371242094681?pt=LH_DefaultDomain_0&hash=item566fc0d059,"$10.22
Trending at
$10.69",No/No Green Seed Ball Wild Bird Feeder  GSB00344 New,Bird seed feeder,22,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
944,711159404,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/pict/270549157064_7.jpg,http://www.ebay.com/itm/Hanging-Wild-Bird-Feeder-Metal-Sunflower-Seed-Feeder-Pet-Bird-Feeder-/270549157064?pt=LH_DefaultDomain_0&var=&hash=item3efdfc84c8,$11.99 to $15.99,Hanging Wild Bird Feeder Metal Sunflower Seed Feeder Pet Bird Feeder,Bird seed feeder,23,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
945,711159405,2.6,1.2,http://thumbs4.ebaystatic.com/d/l225/m/mjeAlujIkn0xzxcZbqHcrWg.jpg,http://www.ebay.com/itm/1-Thistle-Soda-Bottle-Wild-Bird-Feeder-Kit-MADE-IN-USA-/261819248019?pt=LH_DefaultDomain_0&hash=item3cf5a4ad93,"$3.95
Trending at
$4.99",1 Thistle Soda Bottle Wild Bird Feeder Kit MADE IN USA,Bird seed feeder,24,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
946,711159406,3.33,0.943,http://thumbs1.ebaystatic.com/d/l225/m/mHyorkuhZM_MMDBOusLq-lQ.jpg,http://www.ebay.com/itm/Brome-Squirrel-Buster-Plus-SQUIRREL-PROOF-1024-Bird-Feeder-/111297895672?pt=LH_DefaultDomain_0&hash=item19e9df1cf8,$87.95 ,Brome Squirrel Buster Plus SQUIRREL PROOF 1024 Bird Feeder,Bird seed feeder,25,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=Bird%20seed%20feeder
947,711159407,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mCrRf0Q4B6_AWMkGcFJknfg.jpg,http://www.ebay.com/itm/Zippo-40310-Black-Matte-Outdoor-Deluxe-Hand-Warmer-NEW-/301580689840?pt=LH_DefaultDomain_0&hash=item46379c21b0,$9.75 ,Zippo 40310 Black Matte Outdoor Deluxe Hand Warmer NEW,zippo hand warmer,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
948,711159408,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mYKe84Hl9To3wMV6JMA3ucw.jpg,http://www.ebay.com/itm/Zippo-40306-Silver-Outdoor-Deluxe-Hand-Warmer-High-Polish-Chrome-NEW-/301580689651?pt=LH_DefaultDomain_0&hash=item46379c20f3,$9.50 ,Zippo 40306 Silver Outdoor Deluxe Hand Warmer High Polish Chrome NEW,zippo hand warmer,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
949,711159409,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mRgm0NUxM23C0y3GWMgZSUg.jpg,http://www.ebay.com/itm/Zippo-POLISHED-BLACK-Refillable-Deluxe-Hand-Warmer-w-Pouch-40285-40310-NEW-/281674488680?pt=LH_DefaultDomain_0&hash=item41951b9b68,"$10.09
Trending at
$11.45",Zippo POLISHED BLACK Refillable Deluxe Hand Warmer w/ Pouch 40285 40310 **NEW**,zippo hand warmer,3,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
950,711159410,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mZr19YXqKdbeh8aYIIWyIMQ.jpg,http://www.ebay.com/itm/Zippo-POLISHED-BLACK-Refillable-Deluxe-Hand-Warmer-w-Pouch-40285-40310-NEW-/331398102151?pt=LH_DefaultDomain_0&hash=item4d28ddbc87,$11.45 ,Zippo POLISHED BLACK Refillable Deluxe Hand Warmer w/ Pouch 40285 40310  **NEW**,zippo hand warmer,4,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
951,711159411,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mwjETWZ1U4S3dnkxIHe0-PA.jpg,http://www.ebay.com/itm/ZIPPO-Black-Pocket-HAND-WARMER-w-Filler-Cup-Warming-Bag-40310-/291367140259?pt=LH_DefaultDomain_0&hash=item43d6d5bba3,$13.22 ,ZIPPO Black Pocket HAND WARMER w/ Filler Cup + Warming Bag! 40310,zippo hand warmer,5,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
952,711159412,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mV14PF3aJbTowRcigR0R2YQ.jpg,http://www.ebay.com/itm/New-Zippo-Deluxe-Hand-Warmer-Polished-Black-Refillable-w-Pouch-40285-40310-/221751581048?pt=LH_DefaultDomain_0&hash=item33a16c9978,$12.35 ,New Zippo Deluxe Hand Warmer Polished Black Refillable w/ Pouch 40285 40310,zippo hand warmer,6,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
953,711159413,3.4,0.8,http://thumbs2.ebaystatic.com/d/l225/m/m6SWTNNv6DUvCQlQI40yQqQ.jpg,http://www.ebay.com/itm/Zippo-SILVER-CHROME-Refillable-Deluxe-Hand-Warmer-w-Pouch-40306-/281521301997?pt=LH_DefaultDomain_0&hash=item418bfa29ed,$13.99 ,Zippo SILVER CHROME Refillable Deluxe Hand Warmer w/ Pouch 40306,zippo hand warmer,7,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
954,711159414,2.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/m1actzK76iRAMmpsNTCvEyw.jpg,http://www.ebay.com/itm/Zippo-Refillable-Deluxe-POLISHED-CHROME-Hand-Warmer-with-Pouch-40306-40182-NEW-/331407689697?pt=LH_DefaultDomain_0&hash=item4d297007e1,$11.45 ,Zippo Refillable Deluxe POLISHED CHROME Hand Warmer with Pouch 40306 40182 NEW,zippo hand warmer,8,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
955,711159415,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/msBk4f2QWSWXiGo99nFrWbA.jpg,http://www.ebay.com/itm/Zippo-BLACK-Refillable-Deluxe-Hand-Warmer-w-Pouch-40285-40310-/271697383277?pt=LH_DefaultDomain_0&hash=item3f426d0f6d,$13.99 ,Zippo BLACK Refillable Deluxe Hand Warmer w/ Pouch 40285 40310,zippo hand warmer,9,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
956,711159416,3.33,0.943,http://thumbs4.ebaystatic.com/d/l225/m/mYpTKZ2Q6k4hlJFIaXCwrKQ.jpg,http://www.ebay.com/itm/New-Zippo-Deluxe-Hand-Warmer-Polished-Chrome-Refillable-w-Pouch-40285-40310-/221751588575?pt=LH_DefaultDomain_0&hash=item33a16cb6df,$12.35 ,New Zippo Deluxe Hand Warmer Polished Chrome Refillable w/ Pouch 40285 40310,zippo hand warmer,10,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
957,711159417,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/m2YuJ1yM3kXNxSVdKfvqI5g.jpg,http://www.ebay.com/itm/Zippo-40306-High-Polish-Chrome-Deluxe-Hand-Warmer-w-Filling-Cup-Pouch-/281657894860?pt=LH_DefaultDomain_0&hash=item41941e67cc,$9.79 ,"Zippo #40306 High Polish Chrome Deluxe Hand Warmer, w/Filling Cup & Pouch",zippo hand warmer,11,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
958,711159418,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mroZgcGdx6mX1uejHuVnXiw.jpg,http://www.ebay.com/itm/Zippo-Black-Polish-Hand-Warmer-with-Filling-Cup-Pouch-Clam-40310-/281594684131?pt=LH_DefaultDomain_0&hash=item419059e2e3,$13.93 ,"Zippo Black Polish Hand Warmer, with Filling Cup & Pouch - Clam 40310",zippo hand warmer,12,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
959,711159419,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mIhQJADEdNVS0taQ2eRtpZQ.jpg,http://www.ebay.com/itm/Zippo-40310-Black-Matte-Outdoor-Deluxe-Hand-Warmer-NEW-/251925318512?pt=LH_DefaultDomain_0&hash=item3aa7eb4b70,$11.26 ,Zippo 40310 Black Matte Outdoor Deluxe Hand Warmer NEW,zippo hand warmer,13,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
960,711159420,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mDxMi362bIjb4BzMdWuFiTg.jpg,http://www.ebay.com/itm/Zippo-40310-Deluxe-Black-Matte-Hand-Warmer-plus-Fuel-Canister-121503-NEW-/371306014258?pt=LH_DefaultDomain_0&hash=item5673902632,$18.50 ,Zippo 40310 Deluxe Black Matte Hand Warmer  plus Fuel Canister 121503  NEW,zippo hand warmer,14,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
961,711159421,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/mn_VQYoNmoje6Igw1WGS8OQ.jpg,http://www.ebay.com/itm/Zippo-REALTREE-HD-CAMO-Refillable-Deluxe-Hand-Warmer-w-Pouch-40289-40314-NEW-/281675621596?pt=LH_DefaultDomain_0&hash=item41952ce4dc,$14.99 ,Zippo REALTREE HD CAMO Refillable Deluxe Hand Warmer w/ Pouch 40289 40314 NEW,zippo hand warmer,15,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
962,711159422,3.0,1.095,http://thumbs1.ebaystatic.com/d/l225/m/m6F-JENFvXLavpgNtg0Zr2A.jpg,http://www.ebay.com/itm/Zippo-40310-Black-Polish-Deluxe-Hand-Warmer-with-Filling-Cup-Pouch-Outdoor-/251661617360?pt=LH_DefaultDomain_0&hash=item3a983388d0,$11.60 ,"Zippo 40310. Black Polish Deluxe Hand Warmer with Filling Cup & Pouch, Outdoor",zippo hand warmer,16,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
963,711159423,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mxDdsQTWhda4-3U48SaUiXQ.jpg,http://www.ebay.com/itm/Zippo-Chrome-Deluxe-Hand-Warmer-with-Filling-Cup-Pouch-40306-/291300698673?pt=LH_DefaultDomain_0&hash=item43d2dfea31,$13.93 ,"Zippo Chrome Deluxe Hand Warmer, with Filling Cup & Pouch 40306",zippo hand warmer,17,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
964,711159424,4.0,0.0,http://thumbs1.ebaystatic.com/d/l225/m/m9e_TppESt0CHPunX2AgT3g.jpg,http://www.ebay.com/itm/New-ZIPPO-Refillable-Chrome-Pocket-HAND-WARMER-w-Filler-Cup-Warming-Bag-40306-/281671598344?pt=LH_DefaultDomain_0&hash=item4194ef8108,$9.00 ,New ZIPPO Refillable Chrome Pocket HAND WARMER w/ Filler Cup + Warming Bag 40306,zippo hand warmer,18,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
965,711159425,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mT3oe6KcRbSVOu_ZToLONyg.jpg,http://www.ebay.com/itm/Zippo-40306-High-Polish-Chrome-Deluxe-Hand-Warmer-w-Filling-Cup-Pouch-/251679278165?pt=LH_DefaultDomain_0&hash=item3a99410455,$10.59 ,"Zippo #40306 High Polish Chrome Deluxe Hand Warmer, w/Filling Cup & Pouch",zippo hand warmer,19,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
966,711159426,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mZGlfK_c6T18QQBhzW3isNg.jpg,http://www.ebay.com/itm/Zippo-Chrome-Refillable-Deluxe-Hand-Warmer-w-Pouch-NEW-/331539230946?pt=LH_DefaultDomain_0&hash=item4d314730e2,$13.95 ,Zippo Chrome Refillable Deluxe Hand Warmer w/ Pouch  NEW,zippo hand warmer,20,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
967,711159427,3.33,0.943,http://thumbs3.ebaystatic.com/d/l225/m/miRZFBbRZ0OhFYB9CEeOT3g.jpg,http://www.ebay.com/itm/Zippo-Hand-Warmer-Genuine-Replacement-Burner-44003-NEW-/331407691370?pt=LH_DefaultDomain_0&hash=item4d29700e6a,$4.95 ,Zippo Hand Warmer Genuine Replacement Burner 44003 NEW,zippo hand warmer,21,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
968,711159428,4.0,0.0,http://thumbs3.ebaystatic.com/d/l225/m/mTrHmbFpZdutYyBULQxxz_g.jpg,http://www.ebay.com/itm/Zippo-POLISHED-BLACK-Refillable-Deluxe-Hand-Warmer-Store-Display-Item-/151634557810?pt=LH_DefaultDomain_0&hash=item234e1fbb72,$12.99 ,Zippo POLISHED BLACK Refillable Deluxe Hand Warmer Store Display Item,zippo hand warmer,22,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
969,711159429,4.0,0.0,http://thumbs2.ebaystatic.com/d/l225/m/mQKH3L9ejYnUwQyBBrVt_IA.jpg,http://www.ebay.com/itm/Zippo-40314-Realtree-AP-Camouflage-Deluxe-Hand-Warmer-w-Filling-Cup-Pouch-/261627568409?pt=LH_DefaultDomain_0&hash=item3cea37e119,$15.34 ,"Zippo #40314 Realtree AP Camouflage Deluxe Hand Warmer, w/ Filling Cup & Pouch",zippo hand warmer,23,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
970,711159430,4.0,0.0,http://thumbs4.ebaystatic.com/d/l225/m/mKJSnoKVgdmZc4hgWvS9-3g.jpg,http://www.ebay.com/itm/Zippo-40306-deluxe-CHROME-hand-warmer-in-blister-pack-with-filling-cup-pouch-/171716228391?pt=LH_DefaultDomain_0&hash=item27fb15b527,$13.45 ,Zippo 40306 deluxe CHROME hand warmer in blister pack with filling cup & pouch,zippo hand warmer,24,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
971,711159431,3.2,0.748,http://thumbs2.ebaystatic.com/d/l225/m/mMYDMibOz1V2_xawOyB4_XA.jpg,http://www.ebay.com/itm/Zippo-Deluxe-Hand-Warmer-Black-Finish-NEW-40310-/231542284713?pt=LH_DefaultDomain_0&hash=item35e8fee1a9,$11.30 ,"Zippo ""Deluxe Hand Warmer"", Black Finish, NEW,  40310",zippo hand warmer,25,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=zippo%20hand%20warmer
972,711159432,3.33,0.943,http://thumbs3.ebaystatic.com/d/l225/pict/221753047538_1.jpg,http://www.ebay.com/itm/NESPRESSO-COMPATIBLE-CAPSULES-60-CAPSULES-FOR-29-99-OR-LESS-/221753047538?pt=LH_DefaultDomain_0&var=520598579125&hash=item33a182f9f2,$19.99 to $34.49,NESPRESSO COMPATIBLE CAPSULES !!!60 CAPSULES FOR $29.99 OR LESS!!!,coffee for nespresso,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=coffee%20for%20nespresso
973,711159433,3.33,0.943,http://thumbs3.ebaystatic.com/d/l225/m/mvJbQNhiXSUCdMrrTkUnIQw.jpg,http://www.ebay.com/itm/Refillable-Capsule-Pod-for-Nespresso-Reusable-coffee-espresso-Tea-4thgeneration-/251740531378?pt=LH_DefaultDomain_2&hash=item3a9ce7aab2,$9.29 ,Refillable Capsule Pod for Nespresso Reusable coffee espresso Tea 4thgeneration,coffee for nespresso,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=coffee%20for%20nespresso
