ID,RCTRCK,RACE_DE,PRDCTN_NATION_NM,SEX,AGE,BND_WT,TRNER,RCHOSE_OWNR_NM,RCHOSE_BDWGH
2173,부경,2014-03-30,한,거,,51,이상영,남석우,475
2174,부경,2014-03-30,한,거,,51,민장기,김평갑,482
2175,부경,2014-03-30,한,거,,56,김영관,이성인,521
2176,부경,2014-03-30,한,거,,53,문제복,오종환,482
2177,부경,2014-03-30,한,거,,54,강형곤,변창덕,462
2178,부경,2014-03-30,한,암,,55.5,윤주혁,최상배,494
2179,부경,2014-03-30,한,암,,53,임한,김정두,456
2180,부경,2014-03-30,한,암,,51.5,장세한,이동훈,471
2181,부경,2014-03-30,한,암,,54,백광열,박웅진,461
2182,부경,2014-03-30,한,암,,54,임금만,소명종합건설,484
2183,부경,2014-03-30,한,암,,53,김창옥,김호종,433
2184,부경,2014-03-30,한,암,,53,문제복,김정두,460
2185,부경,2014-03-30,한,암,,53,울즐리,임성록,460
2186,부경,2014-03-30,한,암,,53,김성현,임총재,453
2187,부경,2014-03-30,한,암,,51,하무선,김성수,424
2188,부경,2014-03-30,한,암,,53,윤주혁,송정아,435
2189,부경,2014-03-30,한,암,,54,이상영,곽종수,437
2190,부경,2014-03-30,캐,암,,55,장세한,강남연,524
2191,부경,2014-03-30,뉴,암,,55,김성현,조영자,455
2192,부경,2014-03-30,호,암,,53,강병은,홍경표,424
2193,부경,2014-03-30,미,암,,54,김남중,한정협,489
2194,부경,2014-03-30,미,암,,51,김길중,곽희원,466
2195,부경,2014-03-30,한,암,,52.5,임동창,이동훈,480
2196,부경,2014-03-30,호,수,,51,윤주혁,최상배,472
2197,부경,2014-03-30,한,수,,54,오문식,이원재,477
2198,부경,2014-03-30,한,수,,51,김남중,한영희,483
2199,부경,2014-03-30,미,수,,54.5,강형곤,이성민,480
2200,부경,2014-03-30,한,수,,54,울즐리,민병욱,423
2201,부경,2014-03-30,미,수,,56,조용배,송한우,440
2202,부경,2014-03-30,한,암,,51.5,민장기,김갑수,451
2203,부경,2014-03-30,한,암,,52.5,최기홍,오헌봉,456
2204,부경,2014-03-30,한,암,,53.5,라이스,강수현,527
2205,부경,2014-03-30,한,암,,53,오문식,손천수,499
2206,부경,2014-03-30,미,암,,51,민장기,최순자,467
2207,부경,2014-03-30,호,암,,53.5,민장기,김기명,440
2208,부경,2014-03-30,한,암,,50.5,김병학,변창덕,465
2209,부경,2014-03-30,한,암,,53.5,임금만,이성기,460
2210,부경,2014-03-30,한,암,,51,한상복,오공학,496
2211,부경,2014-03-30,한,암,,51,임동창,김화원,483
2212,부경,2014-03-30,한,수,,54,오문식,김종업,489
2213,부경,2014-03-30,미,거,,56,유충열,여홍현,439
2214,부경,2014-03-30,한,거,,57.5,김영관,고경민,475
2215,부경,2014-03-30,한,거,,51.5,백광열,박판득,469
2216,부경,2014-03-30,미,거,,54,울즐리,유수태,504
2217,부경,2014-03-30,뉴,거,,54.5,이상영,손병철,501
2218,부경,2014-03-30,한,거,,57,임금만,김갑수,471
2219,부경,2014-03-30,한,거,,54,강형곤,강훈표,467
2220,부경,2014-03-30,한,거,,52,김창옥,고재완,460
2221,부경,2014-03-30,한,거,,56,권승주,손천수,444
2222,부경,2014-03-30,미,거,,54,문제복,김재윤,460
2223,부경,2014-03-30,뉴,거,,57,강형곤,곽종수,479
2224,부경,2014-03-30,한,수,,53,권승주,고희종,502
2225,부경,2014-03-30,미,수,,54,민장기,부건영,471
2226,부경,2014-03-30,호,수,,53,방동석,이남일,491
2227,부경,2014-03-30,미,수,,56,라이스,최순자,486
2228,부경,2014-03-30,한,수,,54,이정표,안호석,414
2229,부경,2014-03-30,한,수,,55,오문식,김중길,469
2230,부경,2014-03-30,한,수,,55,권승주,서종호,493
2231,부경,2014-03-30,한,수,,51.5,민장기,이호영,487
2232,부경,2014-03-30,한,수,,59.5,김영관,태립건설,479
2233,부경,2014-03-30,한,수,,53,하무선,정완모,530
2234,부경,2014-03-30,미,수,,57,김재섭,고문섭,464
2235,부경,2014-03-30,미,수,,53.5,이정표,김효태,510
2236,부경,2014-03-30,호,수,,55.5,김남중,곽종수,478
2237,부경,2014-03-30,미,수,,53,유병복,현길림,483
2238,부경,2014-03-30,한,수,,53,한상복,박호익,456
2239,부경,2014-03-30,한,암,,52.5,울즐리,임총재,446
2240,부경,2014-03-30,일,암,,53,백광열,홍순해,457
2241,부경,2014-03-30,미,거,,54,이정표,이혜란,514
2242,부경,2014-04-04,한,암,,54,임금만,민우식,477
2243,부경,2014-04-04,한,거,,54,한상복,손병철,452
2244,부경,2014-04-04,한,거,,56,백광열,이호영,450
2245,부경,2014-04-04,호,거,,52,김영관,고경민,463
2246,부경,2014-04-04,호,거,,57,민장기,고경민,455
2247,부경,2014-04-04,한,거,,52,김영관,유연욱,423
2248,부경,2014-04-04,한,거,,56,백광열,이성영,449
2249,부경,2014-04-04,한,거,,53.5,이정표,한영희,453
2250,부경,2014-04-04,한,수,,53,김재섭,박의주,507
2251,부경,2014-04-04,한,수,,55,김창옥,임용근,524
2252,부경,2014-04-04,한,수,,54,이상영,정재훈,477
2253,부경,2014-04-04,한,수,,54,권승주,박웅진,468
2254,부경,2014-04-04,한,수,,52,이상영,이갑섭,482
2255,부경,2014-04-04,한,수,,54,백광열,강훈표,491
2256,부경,2014-04-04,한,수,,54,김영관,배삼성,482
2257,부경,2014-04-04,한,수,,52.5,최기홍,김병우,448
2258,부경,2014-04-04,한,수,,54,방동석,이임보,479
2259,부경,2014-04-04,한,수,,56,하무선,정완모,468
2260,부경,2014-04-04,한,수,,56,윤주혁,서귀포시축협,481
2261,부경,2014-04-04,미,수,,54,장세한,이명희 ,454
2262,부경,2014-04-04,미,수,,54,유병복,범한산업,538
2263,부경,2014-04-04,한,거,,54,이정표,이동헌,451
2264,부경,2014-04-04,한,거,,55,김길중,이동좌,490
2265,부경,2014-04-04,한,거,,53,오문식,류주영,469
2266,부경,2014-04-04,한,거,,54,강병은,이시환,468
2267,부경,2014-04-04,한,거,,54,오문식,정광화,484
2268,부경,2014-04-04,한,수,,51,라이스,최병부,484
2269,부경,2014-04-04,한,수,,54.5,민장기,김욱수,552
2270,부경,2014-04-04,한,수,,54,권승주,손병현,507
2271,부경,2014-04-04,한,수,,56,민장기,최순자,478
2272,부경,2014-04-04,한,수,,53.5,울즐리,송윤지,457
2273,부경,2014-04-04,한,수,,55,백광열,이종훈,462
2274,부경,2014-04-04,한,수,,55,김남중,김봉겸,478
2275,부경,2014-04-04,한,수,,54,백광열,이호영,484
2276,부경,2014-04-04,한,수,,54,김재섭,조태만,431
2277,부경,2014-04-04,한,수,,54,울즐리,페가수스,482
2278,부경,2014-04-04,미,수,,54,이상영,곽영숙,450
2279,부경,2014-04-04,한,수,,54,민장기,고경민,491
2280,부경,2014-04-04,한,수,,53,임동창,서정범,472
2281,부경,2014-04-04,한,수,,53,김영관,김형란,476
2282,부경,2014-04-04,미,수,,54,강형곤,김동훈,476
2283,부경,2014-04-04,미,암,,53,임동창,한정협,485
2284,부경,2014-04-04,미,암,,53,조용배,장재원,498
2285,부경,2014-04-04,한,거,,56.5,유병복,이준걸,475
2286,부경,2014-04-04,한,거,,55,양귀선,조용희,482
2287,부경,2014-04-04,한,거,,56,김성현,이성인,586
2288,부경,2014-04-04,뉴,거,,55,김성현,이상현,470
2289,부경,2014-04-04,한,암,,54,양귀선,강복실,465
2290,부경,2014-04-04,한,암,,53,한상복,박호익,453
2291,부경,2014-04-04,한,암,,53,민장기,김진영a,483
2292,부경,2014-04-04,한,암,,51,양귀선,양호규,445
2293,부경,2014-04-04,한,암,,53,이정표,이주미,447
2294,부경,2014-04-04,한,암,,53,한상복,구영본,456
2295,부경,2014-04-04,한,암,,53,하무선,이시환,422
2296,부경,2014-04-04,한,암,,53,김재섭,고문섭,496
2297,부경,2014-04-04,미,암,,53,강형곤,최원길,462
2298,부경,2014-04-04,미,암,,53,한상복,김갑수,465
2299,부경,2014-04-04,한,암,,54,강병은,문경숙,458
2300,부경,2014-04-04,한,암,,51,조용배,송한우,436
2301,부경,2014-04-04,한,암,,53,김영관,고정수,465
2302,부경,2014-04-04,한,암,,53,임금만,장성근,490
2303,부경,2014-04-04,한,암,,51,이상영,임석수,460
2304,부경,2014-04-04,한,암,,53,울즐리,신우철,465
2305,부경,2014-04-04,미,암,,53,유충열,이인태,489
2306,부경,2014-04-04,미,암,,53,라이스,페가수스,476
2307,부경,2014-04-04,한,암,,52,윤주혁,이계옥,429
2308,부경,2014-04-04,한,암,,54,라이스,미타31,436
2309,부경,2014-04-04,한,암,,53,최기홍,이시환,449
2310,부경,2014-04-04,한,암,,53,유병복,윤지중,452
2311,부경,2014-04-04,한,암,,53,김창옥,고재완,461
2312,부경,2014-04-04,한,암,,53,오문식,정완모,487
2313,부경,2014-04-04,한,암,,53,김재섭,최종하,512
2314,부경,2014-04-04,미,암,,54,이정표,양창헌,476
2315,부경,2014-04-04,미,암,,54,유병복,정영식,464
2316,부경,2014-04-04,한,암,,53,문제복,오종환,468
2317,부경,2014-04-04,미,암,,52,권승주,최상배,480
2318,부경,2014-04-04,미,암,,53,김영관,김형란,451
2319,부경,2014-04-04,미,암,,53,김영관,이동좌,512
2320,부경,2014-04-04,미,암,,53,김성현,박병현,470
2321,부경,2014-04-04,한,암,,53,임금만,민병욱,440
2322,부경,2014-04-04,한,암,,53.5,조용배,장재원,470
2323,부경,2014-04-04,한,암,,53.5,유충열,이혜선,437
2324,부경,2014-04-04,한,암,,53.5,한상복,이성인,453
2325,부경,2014-04-04,한,암,,53.5,방동석,페가수스,467
2326,부경,2014-04-04,한,암,,51,양귀선,김영옥,456
2327,부경,2014-04-04,한,암,,52.5,김창옥,김정두,426
2328,부경,2014-04-04,한,암,,53.5,조용배,김효태,500
2329,부경,2014-04-04,미,암,,54,강형곤,김원구,437
2330,부경,2014-04-04,미,암,,54,김남중,김봉겸,491
2331,부경,2014-04-04,미,암,,52,김길중,김용부,454
2332,부경,2014-04-04,한,암,,52,이정표,이계옥,459
2333,부경,2014-04-04,한,암,,54,김길중,박정배,425
2334,부경,2014-04-04,한,암,,53,백광열,이혜란,481
2335,부경,2014-04-04,한,암,,53,강병은,김정두,430
2336,부경,2014-04-04,한,암,,53,김창옥,김준현,463
2337,부경,2014-04-04,한,암,,53,유병복,오공학,471
2338,부경,2014-04-04,한,암,,53,최기홍,이용우,394
2339,부경,2014-04-04,한,암,,53,문제복,서종호,458
2340,부경,2014-04-04,한,암,,53,김창옥,고재완,424
2341,부경,2014-04-04,한,암,,53,문제복,유효일,477
2342,부경,2014-04-04,한,암,,53,임동창,김화원,456
2343,부경,2014-04-04,한,암,,53,민장기,김욱수,494
2344,부경,2014-04-04,한,암,,54,라이스,이상현,524
2345,부경,2014-04-04,한,암,,53,하무선,서삼석,446
2346,부경,2014-04-04,한,암,,53,임동창,홍태수,462
2347,부경,2014-04-04,한,암,,55,윤주혁,최상배,424
2348,부경,2014-04-04,한,암,,54,조용배,송한우,448
2349,부경,2014-04-04,한,암,,54,김길중,곽희원,448
2350,부경,2014-04-04,한,암,,54,민장기,허도행,475
2351,부경,2014-04-04,한,암,,54,강형곤,김동훈,457
2352,부경,2014-04-04,한,암,,55,오문식,정광화,407
2353,부경,2014-04-06,미,암,,50,유충열,홍경표,469
2354,부경,2014-04-06,한,암,,55,오문식,류주영,477
2355,부경,2014-04-06,미,암,,55,하무선,하만철,447
2356,부경,2014-04-06,미,암,,53,김영관,박광순,486
2357,부경,2014-04-06,한,암,,53.5,김재섭,김규성,467
2358,부경,2014-04-06,한,암,,53.5,방동석,이임보,423
2359,부경,2014-04-06,한,암,,52,임한,함승원,455
2360,부경,2014-04-06,미,암,,52,김남중,변수정,477
2361,부경,2014-04-06,한,암,,53,김재섭,김규성,514
2362,부경,2014-04-06,한,암,,55,최기홍,이경희,470
2363,부경,2014-04-06,한,암,,55,유병복,윤지중,0
2364,부경,2014-04-06,한,암,,55,김영관,김형란,522
2365,부경,2014-04-06,한,암,,55,박천서,천병득,516
2366,부경,2014-04-06,한,암,,55,지용철,정수남,474
2367,부경,2014-04-06,한,암,,55,박재우,서순배,469
2368,부경,2014-04-06,미,암,,52,방동석,김헌영,467
2369,부경,2014-04-06,미,거,,55.5,김영관,조태만,465
2370,부경,2014-04-06,미,거,,55,임금만,임병효,453
2371,부경,2014-04-06,한,거,,55.5,김창옥,강영종,503
2372,부경,2014-04-06,한,거,,54,한상복,구영본,457
2373,부경,2014-04-06,미,거,,53.5,김길중,조재섭,483
2374,부경,2014-04-06,미,거,,57,장세한,이동훈,490
2375,부경,2014-04-06,미,거,,56,하무선,최영근,459
2376,부경,2014-04-06,미,거,,56.5,울즐리,이재경,558
2377,부경,2014-04-06,한,거,,57,민장기,이호영,438
2378,부경,2014-04-06,한,거,,55,오문식,정광화,474
2379,부경,2014-04-06,한,거,,55.5,조용배,김효태,473
2380,부경,2014-04-06,한,거,,55,김남중,허도행,449
2381,부경,2014-04-06,미,거,,56,유충열,이혜선,436
2382,부경,2014-04-06,미,거,,56,김길중,강용익,462
2383,부경,2014-04-06,한,수,,53,유병복,정영식,478
2384,부경,2014-04-06,한,수,,57,김병학,허용권,450
2385,부경,2014-04-06,미,수,,54.5,라이스,김상기,489
2386,부경,2014-04-06,미,수,,56.5,강형곤,박호익,484
2387,부경,2014-04-06,한,수,,54,백광열,이종훈,478
2388,부경,2014-04-06,미,수,,54,방동석,이원재,451
2389,부경,2014-04-06,한,거,,55.5,백광열,김종민,465
2390,부경,2014-04-06,한,거,,56.5,임금만,민병욱,465
2391,부경,2014-04-06,캐,수,,54,김창옥,이승우,473
2392,부경,2014-04-06,미,수,,54,양귀선,김성수,450
2393,부경,2014-04-06,미,수,,53,이상영,전종섭,0
2394,부경,2014-04-06,한,수,,53.5,이상영,손병현,486
2395,부경,2014-04-06,한,수,,55,최기홍,안규생,0
2396,부경,2014-04-06,한,수,,55,권승주,안숙영,446
2397,부경,2014-04-06,한,수,,55,오문식,고임계,486
2398,부경,2014-04-06,미,수,,54,민장기,김욱수,519
2399,부경,2014-04-06,미,수,,54,임한,김영근,481
2400,부경,2014-04-06,미,수,,54,권승주,정일수,521
2401,부경,2014-04-06,호,수,,55,백광열,정영광,409
2402,부경,2014-04-06,한,수,,57,라이스,김봉겸,555
2403,부경,2014-04-06,미,수,,53,김재섭,부건영,521
2404,부경,2014-04-06,미,수,,54.5,유충열,이혜란,479
2405,부경,2014-04-06,미,수,,51.5,유충열,홍경표,481
2406,부경,2014-04-06,미,수,,53.5,이정표,이계옥,486
2407,부경,2014-04-06,미,수,,54,이정표,박성배,519
2408,부경,2014-04-06,한,수,,57,이신영,라온건설,494
2409,부경,2014-04-06,한,수,,57,곽영효,김양호,493
2410,부경,2014-04-06,한,수,,57,김점오,과천시설관리공단,487
2411,부경,2014-04-06,한,수,,57,민장기,김욱수,528
2412,부경,2014-04-06,한,수,,57,박천서,장철환,483
2413,부경,2014-04-06,한,수,,57,김병학,변창덕,528
2414,부경,2014-04-06,한,수,,57,백광열,정영광,448
2415,부경,2014-04-06,한,수,,53.5,김영관,박광순,500
2416,부경,2014-04-06,한,수,,54.5,유충열,이혜선,461
2417,부경,2014-04-06,미,수,,54,강병은,박평양,477
2418,부경,2014-04-06,한,거,,56,김길중,박정배,490
2419,부경,2014-04-06,미,거,,56,조용배,김상기,498
2420,부경,2014-04-06,한,거,,56,양귀선,이성님,486
2421,부경,2014-04-06,호,거,,55,이상영,곽희원,500
2422,부경,2014-04-06,미,수,,54,김재섭,박의주,503
2423,부경,2014-04-06,미,수,,54,김병학,고승태,0
2424,부경,2014-04-11,한,암,,54,김길중,김의기,499
2425,부경,2014-04-11,한,암,,53.5,김재섭,박의주,470
2426,부경,2014-04-11,한,암,,54,윤주혁,이계옥,466
2427,부경,2014-04-11,한,암,,51,윤주혁,박동원,460
2428,부경,2014-04-11,한,암,,53.5,문제복,남지수,484
2429,부경,2014-04-11,한,암,,53,이정표,오공학,495
2430,부경,2014-04-11,한,암,,53,강형곤,이헌주,472
2431,부경,2014-04-11,한,암,,54,이정표,김무현,494
2432,부경,2014-04-11,한,암,,55,김영관,고경민,441
2433,부경,2014-04-11,한,암,,53,이정표,김효태,492
2434,부경,2014-04-11,한,암,,51.5,김남중,장석노,459
2435,부경,2014-04-11,한,암,,51,이정표,송준규,523
2436,부경,2014-04-11,한,암,,56,라이스,강수현,432
2437,부경,2014-04-11,한,암,,55,임한,김영근,478
2438,부경,2014-04-11,한,암,,56,이상영,최순자,467
2439,부경,2014-04-11,한,암,,53,문제복,박웅진,443
2440,부경,2014-04-11,한,암,,53,양귀선,정완모,461
2441,부경,2014-04-11,한,암,,52,장세한,최원호,467
2442,부경,2014-04-11,한,암,,51.5,유병복,범한산업,470
2443,부경,2014-04-11,한,암,,54.5,양귀선,이성님,487
2444,부경,2014-04-11,한,암,,50.5,김병학,이시돌협회,467
2445,부경,2014-04-11,한,암,,53,임금만,이성영,529
2446,부경,2014-04-11,한,암,,52.5,강병은,이혜란,432
2447,부경,2014-04-11,한,암,,54,문제복,박웅진,482
2448,부경,2014-04-11,한,암,,53,방동석,강종철,492
2449,부경,2014-04-11,한,암,,53,하무선,이경희,487
2450,부경,2014-04-11,한,암,,53,임동창,김호균,502
2451,부경,2014-04-11,한,암,,53,김성현,허도행,451
2452,부경,2014-04-11,한,암,,53,최기홍,손병현,460
2453,부경,2014-04-11,한,암,,53,강형곤,김원구,450
2454,부경,2014-04-11,미,암,,53,라이스,이혜선,442
2455,부경,2014-04-11,미,암,,53,윤주혁,유효일,500
2456,부경,2014-04-11,미,암,,53,김남중,세금성,426
2457,부경,2014-04-11,한,암,,54,윤주혁,유효일,445
2458,부경,2014-04-11,한,암,,53,김창옥,강영종,452
2459,부경,2014-04-11,한,암,,53,김남중,김영옥,452
2460,부경,2014-04-11,한,암,,52,강병은,홍경표,450
2461,부경,2014-04-11,한,암,,53,장세한,김병우,434
2462,부경,2014-04-11,한,암,,53,김영관,최종복,454
2463,부경,2014-04-11,한,암,,54,문제복,오종환,470
2464,부경,2014-04-11,한,암,,53,장세한,김의기,464
2465,부경,2014-04-11,한,암,,55,김남중,임성록,416
2466,부경,2014-04-11,한,암,,54,민장기,이성인,483
2467,부경,2014-04-11,한,암,,54,조용배,한영희,463
2468,부경,2014-04-11,한,암,,54,장세한,김의기,454
2469,부경,2014-04-11,한,암,,54,라이스,이혜란,470
2470,부경,2014-04-11,한,암,,55,한상복,김흥보,513
2471,부경,2014-04-11,한,암,,54,강형곤,김원구,412
2472,부경,2014-04-11,한,암,,54,문제복,홍태수,469
2473,부경,2014-04-11,한,암,,52.5,임동창,여성숙,493
2474,부경,2014-04-11,한,암,,52,윤주혁,서귀포시축협,486
2475,부경,2014-04-11,미,암,,51,김길중,곽희원,461
2476,부경,2014-04-11,한,암,,54,윤주혁,유효일,436
2477,부경,2014-04-11,한,암,,53,양귀선,김성수,454
2478,부경,2014-04-11,한,암,,51,이상영,곽종수,445
2479,부경,2014-04-11,한,암,,51.5,조용배,우만식,453
2480,부경,2014-04-11,한,암,,53.5,김재섭,이상현,455
2481,부경,2014-04-11,한,암,,55,임동창,이동훈,487
2482,부경,2014-04-11,한,암,,52,강병은,서정범,424
2483,부경,2014-04-11,한,거,,54.5,김영관,최상일,484
2484,부경,2014-04-11,한,거,,56.5,유충열,최순자,452
2485,부경,2014-04-11,한,거,,55,김성현,강종철,479
2486,부경,2014-04-11,한,거,,56,하무선,조기현,423
2487,부경,2014-04-11,한,수,,52,권승주,문상후,529
2488,부경,2014-04-11,한,수,,54,백광열,이호영,467
2489,부경,2014-04-11,한,수,,54,김창옥,고재완,530
2490,부경,2014-04-11,한,수,,54,백광열,박웅진,456
2491,부경,2014-04-11,한,수,,55,조용배,양관석,512
2492,부경,2014-04-11,한,수,,55,울즐리,유수태,520
2493,부경,2014-04-11,한,수,,52.5,울즐리,이경희,489
2494,부경,2014-04-11,한,수,,55,김병학,인택주택건설,480
2495,부경,2014-04-11,한,수,,54,한상복,이정국,501
2496,부경,2014-04-11,한,수,,54,조용배,김효태,533
2497,부경,2014-04-11,한,수,,54,장세한,고희종,480
2498,부경,2014-04-11,한,수,,54.5,유충열,이상현,496
2499,부경,2014-04-11,한,수,,51.5,이상영,전종섭,519
2500,부경,2014-04-11,한,수,,55,윤주혁,미타31,478
2501,부경,2014-04-11,한,수,,54,최기홍,배삼성,464
2502,부경,2014-04-11,한,수,,54,백광열,강훈표,490
2503,부경,2014-04-11,미,수,,54,강형곤,김원구,464
2504,부경,2014-04-11,미,수,,54,임동창,서정범,479
2505,부경,2014-04-11,미,수,,54,유충열,강용익,411
2506,부경,2014-04-11,한,수,,52,김재섭,조태만,494
2507,부경,2014-04-11,한,수,,54,권승주,문상후,484
2508,부경,2014-04-11,한,수,,54,김창옥,조태만,477
2509,부경,2014-04-11,한,수,,51.5,한상복,구영본,495
2510,부경,2014-04-11,한,수,,56,권승주,최원호,484
2511,부경,2014-04-11,한,수,,53,백광열,이성영,466
2512,부경,2014-04-11,한,수,,53,방동석,이임보,485
2513,부경,2014-04-11,한,수,,55,오문식,박은주,485
2514,부경,2014-04-11,호,수,,53,김영관,태희종합건설,545
2515,부경,2014-04-11,한,수,,54,양귀선,이성님,472
2516,부경,2014-04-11,한,거,,53,김남중,김평갑,506
2517,부경,2014-04-11,한,거,,60,울즐리,페가수스,482
2518,부경,2014-04-11,한,거,,55,강병은,송승규,500
2519,부경,2014-04-11,한,거,,54,김영관,조태만,523
2520,부경,2014-04-11,한,거,,56.5,백광열,강훈표,470
2521,부경,2014-04-11,한,거,,56,방동석,페가수스,426
2522,부경,2014-04-11,한,거,,55,오문식,정광화,494
2523,부경,2014-04-11,한,거,,54,유충열,이상영,424
2524,부경,2014-04-11,한,거,,54,최기홍,김원식,477
2525,부경,2014-04-11,호,거,,53,이상영,정재훈,510
2526,부경,2014-04-11,미,거,,54,오문식,장길순,500
2527,부경,2014-04-11,호,거,,55,김창옥,노재부,443
2528,부경,2014-04-11,미,거,,54,조용배,최상희,515
2529,부경,2014-04-11,한,수,,51,강병은,신우철,475
2530,부경,2014-04-11,한,수,,51,백광열,이호영,490
2531,부경,2014-04-11,한,수,,52.5,하무선,박정배,480
2532,부경,2014-04-11,한,수,,54.5,최기홍,안규생,463
2533,부경,2014-04-11,한,수,,53,유충열,이완섭,472
2534,부경,2014-04-11,한,암,,53,문제복,오종환,496
2535,부경,2014-04-11,한,암,,53.5,강형곤,이성민,479
2536,부경,2014-04-11,한,암,,53,김길중,손천수,523
2537,부경,2014-04-11,한,암,,51,민장기,김욱수,488
2538,부경,2014-04-11,한,암,,52.5,유병복,범한산업,509
2539,부경,2014-04-13,미,수,,54,김남중,최계조,464
2540,부경,2014-04-13,호,암,,53,이상영,손병현,467
2541,부경,2014-04-13,미,수,,54,이정표,여성숙,475
2542,부경,2014-04-13,미,수,,56,조용배,부건영,481
2543,부경,2014-04-13,한,암,,50,강병은,이경희,448
2544,부경,2014-04-13,한,암,,55,김창옥,김호종,458
2545,부경,2014-04-13,한,거,,57.5,이상영,곽희원,522
2546,부경,2014-04-13,호,거,,55,강형곤,곽희원,478
2547,부경,2014-04-13,미,거,,54.5,김영관,구영본,515
2548,부경,2014-04-13,한,수,,51,김병학,변창덕,498
2549,부경,2014-04-13,미,수,,54,백광열,이종훈,530
2550,부경,2014-04-13,미,수,,56,조용배,송한우,443
2551,부경,2014-04-13,한,수,,58,강형곤,전종섭,457
2552,부경,2014-04-13,한,수,,54,오문식,장길순,495
2553,부경,2014-04-13,캐,수,,51.5,방동석,김진영,465
2554,부경,2014-04-13,미,수,,51,권승주,안숙영,549
2555,부경,2014-04-13,호,수,,51,민장기,김욱수,465
2556,부경,2014-04-13,호,수,,51,이상영,민우식,0
2557,부경,2014-04-13,미,수,,52,김성현,조영자,524
2558,부경,2014-04-13,한,수,,53.5,울즐리,정형철,486
2559,부경,2014-04-13,한,수,,52.5,백광열,김종민,467
2560,부경,2014-04-13,한,수,,53,김재섭,최종하,512
2561,부경,2014-04-13,한,수,,55,임동창,서정범,489
2562,부경,2014-04-13,미,수,,54,김남중,최병부,466
2563,부경,2014-04-13,미,수,,56,울즐리,김범수,482
2564,부경,2014-04-13,미,수,,54.5,민장기,김진영a,479
2565,부경,2014-04-13,미,수,,55,김재섭,김규성,485
2566,부경,2014-04-13,미,수,,55,백광열,박판득,450
2567,부경,2014-04-13,캐,수,,56.5,문제복,김범수,523
2568,부경,2014-04-13,한,수,,54.5,이정표,김중길,441
2569,부경,2014-04-13,한,수,,55.5,유충열,홍경표,504
2570,부경,2014-04-13,미,수,,54,권승주,신윤경,528
2571,부경,2014-04-13,한,수,,53,장세한,김의기,441
2572,부경,2014-04-13,한,수,,51,유병복,박평양,490
2573,부경,2014-04-13,한,수,,56,윤주혁,이성영,469
2574,부경,2014-04-13,미,수,,54.5,양귀선,최영근,460
2575,부경,2014-04-13,미,거,,54,임금만,김평갑,504
2576,부경,2014-04-13,미,거,,57,유충열,홍경표,463
2577,부경,2014-04-13,뉴,거,,51,김길중,박정배,504
2578,부경,2014-04-13,한,거,,55,하무선,강성호,454
2579,부경,2014-04-13,뉴,거,,53.5,강병은,김응수,430
2580,부경,2014-04-13,호,거,,55,김길중,이동좌,524
2581,부경,2014-04-13,미,거,,54,방동석,송달섭,516
2582,부경,2014-04-13,호,거,,53,강병은,서정범,440
2583,부경,2014-04-13,한,거,,54,라이스,한영희,453
2584,부경,2014-04-13,한,거,,51,김창옥,고재완,460
2585,부경,2014-04-13,미,거,,51,김창옥,고재완,495
2586,부경,2014-04-13,뉴,거,,51,방동석,이본희,462
2587,부경,2014-04-13,뉴,거,,51,백광열,정영광,496
2588,부경,2014-04-13,미,암,,53,백광열,박웅진,462
2589,부경,2014-04-13,한,암,,53.5,조용배,인택주택건설,412
2590,부경,2014-04-13,한,암,,53,양귀선,김성수,471
2591,부경,2014-04-13,한,암,,54.5,최기홍,손병철,432
2592,부경,2014-04-13,한,암,,51.5,백광열,김준식,459
2593,부경,2014-04-13,한,암,,52,조용배,함안군,504
2594,부경,2014-04-13,한,암,,50.5,방동석,페가수스,448
2595,부경,2014-04-13,뉴,암,,55,김성현,조영자,454
2596,부경,2014-04-13,미,암,,51,임한,이종석,451
2597,부경,2014-04-13,한,암,,53,김영관,박선희,452
2598,부경,2014-04-13,한,암,,51.5,양귀선,정완모,495
2599,부경,2014-04-13,한,암,,54,김재섭,최종하,455
2600,부경,2014-04-13,한,암,,53,강형곤,범한산업,468
2601,부경,2014-04-13,미,수,,54,오문식,정경태,492
2602,부경,2014-04-18,한,거,,55,임동창,서정범,448
2603,부경,2014-04-18,한,거,,54,최기홍,강희종,474
2604,부경,2014-04-18,미,거,,54,김성현,전영환,441
2605,부경,2014-04-18,한,거,,54,임한,김영근,463
2606,부경,2014-04-18,한,수,,54.5,울즐리,민병욱,425
2607,부경,2014-04-18,한,수,,50.5,이상영,남석우,515
2608,부경,2014-04-18,한,수,,56,임금만,이혜선,465
2609,부경,2014-04-18,한,수,,52.5,임금만,최철이,476
2610,부경,2014-04-18,한,수,,52.5,장세한,류주영,478
2611,부경,2014-04-18,한,수,,56.5,강병은,이동좌,498
2612,부경,2014-04-18,한,수,,54.5,김재섭,부건영,517
2613,부경,2014-04-18,미,수,,54,강형곤,김동훈,479
2614,부경,2014-04-18,한,수,,54,하무선,(주)넓은,488
2615,부경,2014-04-18,한,수,,53.5,윤주혁,최상배,463
2616,부경,2014-04-18,미,수,,55,유병복,심상순,491
2617,부경,2014-04-18,미,수,,51,김창옥,서귀포시축협,531
2618,부경,2014-04-18,미,수,,54,임동창,이동훈,529
2619,부경,2014-04-18,미,수,,56.5,민장기,김욱수,510
